cpu_ts,timestamp,acc_x,acc_y,acc_z,timestamp,gyro_x,gyro_y,gyro_z
1608115506690,1608115506016,0.304006,-9.326124,-1.735777,1608115506690,0.000000,0.005236,0.000000
1608115506757,1608115506068,0.304006,-9.306511,-1.735777,1608115506757,-0.001745,0.005236,0.000000
1608115506791,1608115506091,0.323619,-9.306511,-1.755390,1608115506790,-0.003491,0.003491,0.000000
1608115506824,1608115506119,0.304006,-9.345737,-1.814230,1608115506824,0.000000,0.006981,-0.001745
1608115506857,1608115506147,0.304006,-9.365351,-1.853457,1608115506857,0.003491,0.000000,0.000000
1608115506891,1608115506175,0.343233,-9.365351,-1.873070,1608115506891,0.000000,0.000000,0.000000
1608115506924,1608115506191,0.284393,-9.286898,-1.716164,1608115506924,-0.001745,0.003491,0.000000
1608115506958,1608115506211,0.284393,-9.345737,-1.814230,1608115506957,0.000000,0.000000,0.000000
1608115506991,1608115506227,0.323619,-9.306511,-1.755390,1608115506991,-0.001745,0.005236,0.001745
1608115507025,1608115506251,0.323619,-9.306511,-1.716164,1608115507024,-0.003491,0.003491,0.001745
1608115507058,1608115506275,0.323619,-9.326124,-1.735777,1608115507058,0.000000,0.003491,0.000000
1608115507091,1608115506299,0.323619,-9.326124,-1.755390,1608115507091,0.000000,0.001745,0.000000
1608115507125,1608115506323,0.362846,-9.306511,-1.833843,1608115507125,0.000000,0.000000,-0.001745
1608115507158,1608115506343,0.323619,-9.306511,-1.716164,1608115507158,-0.001745,0.006981,0.000000
1608115507192,1608115506367,0.304006,-9.365351,-1.794617,1608115507191,-0.001745,0.001745,-0.003491
1608115507225,1608115506387,0.362846,-9.306511,-1.735777,1608115507225,-0.003491,0.001745,0.001745
1608115507259,1608115506547,0.343233,-9.306511,-1.735777,1608115507258,0.000000,0.001745,-0.001745
1608115507292,1608115506571,0.323619,-9.286898,-1.716164,1608115507292,-0.003491,0.003491,0.003491
1608115507325,1608115506596,0.343233,-9.345737,-1.814230,1608115507325,0.000000,0.000000,-0.001745
1608115507359,1608115506620,0.323619,-9.326124,-1.716164,1608115507358,0.000000,0.003491,0.001745
1608115507392,1608115506648,0.323619,-9.286898,-1.735777,1608115507392,-0.001745,0.003491,0.000000
1608115507426,1608115506672,0.343233,-9.306511,-1.735777,1608115507425,0.000000,0.003491,0.001745
1608115507459,1608115506692,0.402073,-9.326124,-1.755390,1608115507459,-0.001745,0.000000,0.000000
1608115507493,1608115506712,0.323619,-9.326124,-1.735777,1608115507492,0.000000,0.026180,-0.005236
1608115507526,1608115506732,0.323619,-9.286898,-1.696550,1608115507526,-0.001745,0.010472,-0.003491
1608115507559,1608115506752,0.304006,-9.365351,-1.873070,1608115507559,0.000000,-0.005236,0.000000
1608115507593,1608115506781,0.382459,-9.267284,-1.775004,1608115507593,0.000000,-0.001745,0.000000
1608115507626,1608115506813,0.343233,-9.247671,-1.755390,1608115507626,0.000000,0.005236,0.000000
1608115507660,1608115506833,0.343233,-9.326124,-1.794617,1608115507660,-0.001745,0.008727,-0.003491
1608115507693,1608115506857,0.343233,-9.365351,-1.814230,1608115507693,0.000000,0.003491,-0.001745
1608115507727,1608115506877,0.323619,-9.306511,-1.794617,1608115507726,-0.003491,0.003491,0.000000
1608115507760,1608115506901,0.382459,-9.365351,-1.833843,1608115507760,0.000000,0.005236,0.000000
1608115507794,1608115506922,0.264780,-9.306511,-1.873070,1608115507793,-0.003491,0.003491,0.001745
1608115507847,1608115506942,0.382459,-9.365351,-1.735777,1608115507846,0.000000,0.000000,0.000000
1608115507880,1608115506954,0.411879,-9.306511,-1.608291,1608115507879,0.000000,0.003491,-0.003491
1608115507914,1608115506982,0.343233,-9.365351,-1.676937,1608115507913,0.000000,0.005236,0.000000
1608115507947,1608115507028,0.323619,-9.247671,-1.696550,1608115507947,-0.001745,0.005236,-0.003491
1608115507981,1608115507048,0.264780,-9.286898,-1.696550,1608115507980,0.000000,0.001745,0.003491
1608115508014,1608115507052,0.343233,-9.326124,-1.775004,1608115507981,-0.003491,0.003491,-0.001745
1608115508048,1608115507071,0.343233,-9.345737,-1.735777,1608115508047,0.000000,0.001745,-0.001745
1608115508081,1608115507284,0.323619,-9.208445,-1.392544,1608115508080,0.000000,0.003491,0.000000
1608115508114,1608115507303,0.411879,-9.286898,-1.735777,1608115508114,-0.001745,0.003491,0.001745
1608115508148,1608115507323,0.147100,-9.384964,-1.990750,1608115508148,-0.003491,0.003491,0.000000
1608115508182,1608115507331,0.264780,-9.345737,-1.892683,1608115508179,0.000000,0.006981,0.000000
1608115508215,1608115507343,0.470719,-9.365351,-1.892683,1608115508215,0.000000,0.003491,0.000000
1608115508248,1608115507362,0.284393,-9.286898,-1.676937,1608115508248,-0.001745,0.003491,0.001745
1608115508282,1608115507366,0.402073,-9.345737,-1.814230,1608115508248,-0.001745,0.001745,0.000000
1608115508315,1608115507382,0.509946,-9.286898,-1.608291,1608115508315,0.000000,0.000000,0.000000
1608115508349,1608115507398,0.245166,-9.306511,-1.814230,1608115508349,-0.003491,0.003491,0.000000
1608115508383,1608115507418,0.382459,-9.267284,-1.676937,1608115508382,0.000000,0.001745,0.000000
1608115508416,1608115507422,0.382459,-9.345737,-1.814230,1608115508383,0.000000,0.000000,0.000000
1608115508502,1608115507465,0.225553,-9.286898,-1.833843,1608115508502,-0.001745,-0.003491,0.000000
1608115508536,1608115507481,0.343233,-9.365351,-1.755390,1608115508535,0.000000,0.001745,0.000000
1608115508569,1608115507496,0.431493,-9.267284,-1.696550,1608115508568,0.000000,0.001745,0.003491
1608115508602,1608115507512,0.362846,-9.326124,-1.755390,1608115508602,-0.001745,0.005236,0.000000
1608115508636,1608115507532,0.284393,-9.345737,-1.755390,1608115508635,-0.003491,0.000000,-0.001745
1608115508669,1608115507547,0.402073,-9.365351,-1.755390,1608115508669,0.000000,0.005236,0.000000
1608115508703,1608115507567,0.323619,-9.306511,-1.775004,1608115508703,-0.001745,0.001745,0.000000
1608115508736,1608115507591,0.362846,-9.267284,-1.755390,1608115508736,-0.003491,0.000000,0.000000
1608115508770,1608115507614,0.343233,-9.345737,-1.814230,1608115508769,-0.001745,0.000000,0.003491
1608115508803,1608115507634,0.284393,-9.306511,-1.775004,1608115508803,-0.003491,0.001745,-0.003491
1608115508836,1608115507650,0.323619,-9.306511,-1.814230,1608115508836,-0.003491,0.001745,0.001745
1608115508870,1608115507666,0.411879,-9.286898,-1.735777,1608115508869,0.000000,0.003491,-0.001745
1608115508903,1608115507677,0.343233,-9.345737,-1.735777,1608115508903,-0.005236,0.005236,-0.001745
1608115508937,1608115507693,0.343233,-9.306511,-1.912297,1608115508936,-0.001745,0.001745,0.000000
1608115508970,1608115507713,0.304006,-9.267284,-1.735777,1608115508970,0.000000,0.003491,0.003491
1608115509004,1608115507732,0.284393,-9.247671,-1.716164,1608115509003,-0.005236,0.003491,0.000000
1608115509037,1608115507752,0.343233,-9.286898,-1.696550,1608115509036,0.000000,0.001745,0.003491
1608115509071,1608115507772,0.323619,-9.326124,-1.755390,1608115509070,-0.003491,0.003491,0.000000
1608115509104,1608115508075,0.362846,-9.365351,-1.755390,1608115509104,0.000000,0.003491,0.000000
1608115509137,1608115508098,0.362846,-9.326124,-1.755390,1608115509137,0.000000,0.003491,0.000000
1608115509171,1608115508118,0.323619,-9.345737,-1.755390,1608115509170,0.001745,0.000000,0.005236
1608115509204,1608115508138,0.323619,-9.326124,-1.716164,1608115509204,0.000000,0.001745,0.000000
1608115509238,1608115508157,0.304006,-9.345737,-1.775004,1608115509237,0.000000,0.000000,0.001745
1608115509271,1608115508181,0.362846,-9.306511,-1.775004,1608115509271,-0.003491,0.000000,0.000000
1608115509305,1608115508205,0.343233,-9.267284,-1.775004,1608115509304,0.000000,0.001745,0.000000
1608115509338,1608115508228,0.323619,-9.306511,-1.735777,1608115509338,0.000000,0.003491,0.000000
1608115509372,1608115508248,0.323619,-9.326124,-1.735777,1608115509371,0.000000,0.003491,0.001745
1608115509405,1608115508272,0.323619,-9.326124,-1.775004,1608115509405,-0.001745,0.000000,0.001745
1608115509438,1608115508299,0.382459,-9.306511,-1.696550,1608115509438,0.000000,0.006981,0.000000
1608115509472,1608115508319,0.304006,-9.306511,-1.775004,1608115509471,-0.001745,0.003491,-0.001745
1608115509505,1608115508343,0.343233,-9.286898,-1.755390,1608115509505,0.000000,0.001745,0.001745
1608115509539,1608115508362,0.362846,-9.345737,-1.755390,1608115509538,0.000000,0.001745,0.001745
1608115509572,1608115508378,0.323619,-9.345737,-1.775004,1608115509572,0.000000,0.003491,0.000000
1608115509606,1608115508398,0.323619,-9.286898,-1.794617,1608115509605,-0.003491,0.001745,0.005236
1608115509639,1608115508414,0.343233,-9.306511,-1.657324,1608115509639,-0.001745,0.005236,0.000000
1608115509673,1608115508433,0.343233,-9.326124,-1.755390,1608115509672,0.000000,0.000000,0.003491
1608115509706,1608115508449,0.362846,-9.306511,-1.716164,1608115509706,0.000000,0.000000,0.001745
1608115509740,1608115508469,0.343233,-9.267284,-1.735777,1608115509739,-0.001745,0.005236,0.001745
1608115509773,1608115508488,0.382459,-9.286898,-1.814230,1608115509773,-0.001745,0.001745,0.000000
1608115509806,1608115508504,0.343233,-9.286898,-1.676937,1608115509805,0.000000,0.005236,0.000000
1608115509840,1608115508524,0.382459,-9.345737,-1.676937,1608115509839,0.000000,0.003491,0.000000
1608115509873,1608115508544,0.304006,-9.365351,-1.696550,1608115509873,0.000000,0.003491,0.000000
1608115509907,1608115509079,0.343233,-9.286898,-1.735777,1608115509906,0.000000,0.003491,0.001745
1608115509940,1608115509103,0.362846,-9.326124,-1.794617,1608115509939,-0.003491,0.003491,0.000000
1608115509974,1608115509123,0.343233,-9.365351,-1.775004,1608115509973,0.000000,0.001745,0.000000
1608115510007,1608115509139,0.343233,-9.345737,-1.775004,1608115510007,-0.001745,0.001745,0.000000
1608115510040,1608115509158,0.362846,-9.345737,-1.775004,1608115510040,0.012217,-0.033161,0.000000
1608115510074,1608115509170,0.323619,-9.326124,-1.775004,1608115510073,0.006981,0.048869,-0.010472
1608115510107,1608115509190,0.323619,-9.326124,-1.833843,1608115510107,-0.005236,0.061087,-0.008727
1608115510141,1608115509206,0.343233,-9.286898,-1.814230,1608115510140,0.003491,-0.029671,0.005236
1608115510174,1608115509221,-1.010085,-9.384964,-0.686466,1608115510174,-0.001745,0.026180,-0.003491
1608115510208,1608115509229,3.638267,-8.208166,0.813952,1608115510205,-0.005236,0.017453,-0.001745
1608115510241,1608115509241,0.186326,-10.169496,-0.686466,1608115510240,0.005236,0.022689,-0.005236
1608115510275,1608115509253,-0.529559,-9.767424,-1.510224,1608115510274,0.000000,-0.005236,0.003491
1608115510308,1608115509261,-1.412158,-10.414662,-2.098623,1608115510305,-0.003491,0.005236,-0.001745
1608115510341,1608115509273,-0.264780,-9.306511,0.304006,1608115510341,-0.001745,0.008727,0.000000
1608115510375,1608115509284,1.412158,-9.012311,-0.343233,1608115510372,0.000000,-0.001745,0.005236
1608115510408,1608115509292,-0.549172,-9.149604,-1.274864,1608115510406,-0.005236,-0.008727,0.000000
1608115510442,1608115509312,-0.304006,-9.532063,-1.990750,1608115510441,0.000000,0.005236,0.000000
1608115510475,1608115509328,-0.088260,-8.924051,-1.127765,1608115510475,-0.003491,0.000000,0.000000
1608115510509,1608115509347,1.049312,-9.071151,-1.412158,1608115510508,0.000000,0.005236,0.000000
1608115510542,1608115509375,0.470719,-9.326124,-1.627904,1608115510542,0.001745,0.001745,0.000000
1608115510576,1608115509391,0.029420,-9.365351,-1.608291,1608115510575,0.000000,0.003491,-0.001745
1608115510609,1608115509407,0.225553,-9.286898,-1.627904,1608115510609,-0.001745,0.001745,-0.003491
1608115510643,1608115509426,0.402073,-9.286898,-1.657324,1608115510642,0.000000,0.001745,0.001745
1608115510676,1608115509442,-0.088260,-9.247671,-1.716164,1608115510676,0.000000,0.003491,0.000000
1608115510710,1608115509458,0.323619,-9.286898,-1.971137,1608115510709,0.000000,0.006981,0.000000
1608115510743,1608115509478,0.451106,-9.267284,-1.696550,1608115510743,-0.001745,0.003491,0.000000
1608115510777,1608115509493,0.284393,-9.414384,-1.833843,1608115510776,0.000000,0.001745,0.000000
1608115510810,1608115509513,0.323619,-9.365351,-1.892683,1608115510810,-0.003491,0.005236,-0.001745
1608115510844,1608115509533,0.264780,-9.306511,-1.892683,1608115510843,0.000000,0.005236,0.000000
1608115510877,1608115509552,0.362846,-9.267284,-1.627904,1608115510877,-0.003491,0.006981,0.000000
1608115510911,1608115509572,0.225553,-9.286898,-1.873070,1608115510910,-0.001745,0.006981,0.000000
1608115510944,1608115509930,0.402073,-9.326124,-1.627904,1608115510944,0.000000,0.001745,0.000000
1608115510978,1608115509949,0.323619,-9.365351,-1.892683,1608115510977,0.000000,0.000000,0.000000
1608115511011,1608115509965,0.431493,-9.306511,-1.676937,1608115511011,-0.003491,0.001745,0.001745
1608115511044,1608115509985,0.362846,-9.306511,-1.676937,1608115511044,0.001745,0.000000,0.001745
1608115511078,1608115510000,0.362846,-9.306511,-1.627904,1608115511078,-0.003491,0.000000,0.000000
1608115511111,1608115510020,0.382459,-9.384964,-1.735777,1608115511111,0.000000,0.003491,0.000000
1608115511145,1608115510040,0.362846,-9.345737,-1.755390,1608115511144,0.001745,0.003491,0.000000
1608115511179,1608115510075,0.304006,-9.286898,-1.716164,1608115511178,-0.001745,0.000000,0.001745
1608115511212,1608115510095,0.402073,-9.326124,-1.775004,1608115511212,0.000000,0.003491,0.000000
1608115511246,1608115510119,0.304006,-9.365351,-1.814230,1608115511245,0.000000,0.001745,0.001745
1608115511279,1608115510142,0.304006,-9.286898,-1.853457,1608115511279,0.000000,0.001745,0.000000
1608115511313,1608115510162,0.382459,-9.286898,-1.814230,1608115511312,-0.001745,0.000000,-0.001745
1608115511379,1608115510205,0.382459,-9.306511,-1.794617,1608115511379,-0.001745,0.000000,-0.001745
1608115511413,1608115510225,0.382459,-9.286898,-1.755390,1608115511413,-0.001745,0.001745,0.000000
1608115511446,1608115510249,0.382459,-9.345737,-1.735777,1608115511446,0.000000,0.001745,0.000000
1608115511480,1608115510272,0.284393,-9.365351,-1.696550,1608115511480,0.000000,0.005236,0.000000
1608115511513,1608115510296,0.304006,-9.326124,-1.775004,1608115511513,-0.005236,0.001745,0.001745
1608115511547,1608115510319,0.343233,-9.306511,-1.755390,1608115511546,0.000000,0.000000,0.000000
1608115511580,1608115510339,0.382459,-9.326124,-1.735777,1608115511580,0.000000,0.005236,0.000000
1608115511614,1608115510359,0.362846,-9.365351,-1.755390,1608115511613,0.001745,0.001745,0.001745
1608115511647,1608115510382,0.284393,-9.326124,-1.755390,1608115511647,0.000000,0.001745,0.000000
1608115511681,1608115510386,0.264780,-9.286898,-1.755390,1608115511647,-0.001745,0.000000,0.003491
1608115511746,1608115510410,0.343233,-9.326124,-1.755390,1608115511746,0.000000,0.000000,0.001745
1608115511780,1608115510961,0.490332,-9.306511,-1.716164,1608115511779,0.000000,-0.001745,0.003491
1608115511813,1608115510981,0.264780,-9.365351,-1.794617,1608115511813,-0.003491,0.008727,0.000000
1608115511847,1608115511000,0.382459,-9.345737,-1.814230,1608115511846,0.000000,0.005236,0.003491
1608115511880,1608115511020,0.343233,-9.365351,-1.794617,1608115511879,-0.003491,0.001745,0.000000
1608115511913,1608115511040,0.343233,-9.306511,-1.716164,1608115511913,0.000000,0.001745,0.001745
1608115511947,1608115511059,0.284393,-9.306511,-1.676937,1608115511947,-0.001745,0.005236,0.000000
1608115511980,1608115511063,0.304006,-9.365351,-1.912297,1608115511947,-0.001745,0.005236,-0.001745
1608115512014,1608115511087,0.343233,-9.286898,-1.676937,1608115512014,-0.003491,0.008727,0.001745
1608115512047,1608115511110,0.343233,-9.404577,-1.696550,1608115512047,-0.001745,0.005236,0.000000
1608115512081,1608115511138,0.323619,-9.365351,-1.569064,1608115512081,-0.003491,0.003491,-0.003491
1608115512114,1608115511169,0.343233,-9.384964,-1.637710,1608115512114,-0.005236,0.006981,0.000000
1608115512148,1608115511197,0.382459,-9.345737,-1.588677,1608115512148,0.000000,0.005236,-0.001745
1608115512181,1608115511224,0.402073,-9.326124,-1.735777,1608115512181,-0.001745,0.000000,0.001745
1608115512215,1608115511244,0.362846,-9.345737,-1.608291,1608115512215,0.000000,0.001745,0.000000
1608115512248,1608115511268,0.323619,-9.286898,-1.627904,1608115512248,-0.001745,0.005236,-0.001745
1608115512282,1608115511291,0.264780,-9.267284,-1.716164,1608115512281,0.000000,0.000000,0.000000
1608115512315,1608115511311,0.382459,-9.404577,-1.657324,1608115512315,0.000000,0.006981,0.000000
1608115512349,1608115511326,0.382459,-9.384964,-1.657324,1608115512349,-0.001745,0.000000,0.000000
1608115512382,1608115511338,0.382459,-9.365351,-1.627904,1608115512382,-0.003491,0.001745,-0.003491
1608115512416,1608115511354,0.343233,-9.306511,-1.588677,1608115512415,0.000000,-0.003491,0.000000
1608115512449,1608115511370,0.304006,-9.286898,-1.608291,1608115512449,0.000000,0.000000,0.000000
1608115512483,1608115511385,0.264780,-9.365351,-1.637710,1608115512482,-0.003491,0.003491,0.000000
1608115512516,1608115511409,0.402073,-9.306511,-1.716164,1608115512516,0.000000,0.006981,-0.001745
1608115512550,1608115511429,0.411879,-9.345737,-1.775004,1608115512550,0.001745,0.001745,0.001745
1608115512583,1608115511444,0.382459,-9.365351,-1.775004,1608115512583,-0.001745,0.000000,0.000000
1608115512617,1608115511790,0.343233,-9.512450,-1.490611,1608115512616,-0.001745,-0.001745,0.000000
1608115512650,1608115511806,0.362846,-9.267284,-1.431771,1608115512650,-0.001745,0.003491,0.000000
1608115512684,1608115511825,0.284393,-9.453610,-1.490611,1608115512683,0.003491,0.000000,-0.003491
1608115512717,1608115511845,0.284393,-9.365351,-1.549451,1608115512717,0.000000,-0.003491,0.000000
1608115512751,1608115511861,0.382459,-9.453610,-1.166991,1608115512750,0.000000,0.000000,0.000000
1608115512784,1608115511884,0.451106,-9.433997,-1.333704,1608115512784,0.000000,0.000000,-0.006981
1608115512818,1608115511900,0.382459,-9.453610,-1.451384,1608115512817,0.005236,-0.005236,0.001745
1608115512851,1608115511908,0.245166,-9.473224,-1.274864,1608115512849,0.006981,0.005236,-0.003491
1608115512885,1608115511931,0.284393,-9.453610,-1.186605,1608115512884,0.005236,-0.010472,-0.003491
1608115512918,1608115511947,0.088260,-9.473224,-0.912018,1608115512918,0.006981,0.003491,-0.003491
1608115512952,1608115511963,0.323619,-9.453610,-0.813952,1608115512951,0.005236,0.000000,-0.003491
1608115512985,1608115511979,0.549172,-9.473224,-0.813952,1608115512985,0.001745,0.001745,-0.008727
1608115513019,1608115512007,0.627626,-9.590903,-1.186605,1608115513018,0.000000,-0.019199,-0.001745
1608115513052,1608115512018,0.362846,-9.404577,-1.049312,1608115513052,-0.005236,-0.006981,0.000000
1608115513086,1608115512038,-0.166713,-9.767424,-0.813952,1608115513085,0.001745,0.008727,-0.006981
1608115513119,1608115512058,0.470719,-9.649743,-0.402073,1608115513119,0.003491,0.003491,-0.005236
1608115513153,1608115512074,0.608012,-9.630130,-0.666852,1608115513152,0.000000,-0.013963,-0.003491
1608115513186,1608115512089,0.343233,-9.787037,-0.833565,1608115513186,0.000000,-0.022689,-0.005236
1608115513220,1608115512113,0.127486,-9.630130,-0.725692,1608115513219,0.000000,-0.020944,-0.006981
1608115513253,1608115512129,0.402073,-9.708583,-0.509946,1608115513252,-0.003491,-0.015708,-0.006981
1608115513287,1608115512144,-0.205940,-9.169217,-0.382459,1608115513286,0.003491,-0.017453,0.003491
1608115513320,1608115512160,0.343233,-9.326124,-0.225553,1608115513320,0.001745,-0.006981,-0.001745
1608115513354,1608115512164,0.304006,-9.669356,-0.529559,1608115513320,0.008727,-0.015708,0.000000
1608115513433,1608115512207,0.588399,-10.012589,-1.029698,1608115513433,0.010472,-0.010472,-0.008727
1608115513467,1608115512235,0.382459,-9.747809,-0.451106,1608115513466,0.000000,0.005236,-0.012217
1608115513500,1608115512263,0.225553,-9.365351,-0.186326,1608115513500,-0.001745,-0.010472,-0.005236
1608115513534,1608115512282,1.225831,-9.688970,0.362846,1608115513533,-0.001745,0.000000,0.000000
1608115513567,1608115512633,-1.166991,-9.532063,-1.451384,1608115513567,0.001745,-0.031416,0.001745
1608115513601,1608115512653,1.166991,-8.747532,-0.931632,1608115513600,0.012217,0.013963,-0.003491
1608115513634,1608115512672,-2.333983,-9.492837,-0.813952,1608115513634,0.006981,-0.005236,-0.003491
1608115513668,1608115512692,2.010363,-9.149604,-0.970858,1608115513667,0.008727,0.031416,-0.019199
1608115513701,1608115512712,-1.372931,-9.492837,-1.637710,1608115513701,0.000000,0.001745,0.010472
1608115513735,1608115512731,2.775282,-9.669356,-1.353318,1608115513734,-0.001745,0.010472,-0.003491
1608115513768,1608115512751,0.264780,-10.091043,-1.225831,1608115513767,0.019199,0.017453,0.003491
1608115513801,1608115512771,-0.872792,-9.836070,-0.784532,1608115513801,0.019199,-0.031416,-0.005236
1608115513835,1608115512791,0.804145,-9.188830,-0.725692,1608115513834,0.008727,-0.027925,0.015708
1608115513868,1608115512810,0.745305,-8.747532,-0.205940,1608115513868,0.000000,0.005236,-0.005236
1608115513902,1608115512822,-1.255251,-9.051538,-1.029698,1608115513901,-0.008727,-0.024435,-0.001745
1608115513935,1608115512838,-0.745305,-9.532063,-1.608291,1608115513935,-0.001745,0.006981,0.000000
1608115513968,1608115512854,2.559536,-9.453610,0.186326,1608115513968,0.003491,0.020944,0.000000
1608115514002,1608115512873,-1.392544,-9.806650,-0.745305,1608115514002,0.000000,0.001745,0.005236
1608115514035,1608115512897,1.931910,-10.816734,-1.470997,1608115514035,0.000000,0.024435,-0.012217
1608115514069,1608115512917,0.490332,-9.267284,-2.294756,1608115514068,-0.005236,0.017453,-0.005236
1608115514102,1608115512932,-2.137850,-8.629851,-1.510224,1608115514102,0.000000,0.024435,0.000000
1608115514136,1608115512948,2.451663,-9.071151,-0.951245,1608115514135,0.000000,-0.001745,0.005236
1608115514169,1608115512964,2.314369,-9.571290,-1.657324,1608115514169,0.008727,0.020944,-0.017453
1608115514202,1608115512987,-0.470719,-9.816457,0.588399,1608115514202,0.008727,0.029671,-0.008727
1608115514236,1608115513003,-0.784532,-9.747809,0.147100,1608115514235,0.000000,-0.005236,0.006981
1608115514269,1608115513023,0.009807,-9.571290,-1.971137,1608115514269,-0.005236,0.061087,-0.005236
1608115514303,1608115513046,-0.147100,-9.404577,-0.362846,1608115514302,0.003491,-0.024435,-0.001745
1608115514336,1608115513066,1.529837,-9.433997,-1.833843,1608115514336,0.020944,0.019199,0.012217
1608115514370,1608115513086,-1.931910,-9.708583,-1.931910,1608115514369,0.006981,-0.010472,0.008727
1608115514403,1608115513101,-2.657602,-9.590903,-0.872792,1608115514403,-0.006981,0.008727,0.006981
1608115514437,1608115513566,-3.285228,-10.659828,-5.668243,1608115514436,0.005236,0.012217,0.000000
