cpu_ts,ir_ts,left_fn,right_fn
1608115508335,1608115508260,IR_L_214,IR_R_214
1608115508373,1608115508293,IR_L_215,IR_R_215
1608115508402,1608115508327,IR_L_216,IR_R_216
1608115508466,1608115508360,IR_L_217,IR_R_217
1608115508523,1608115508393,IR_L_218,IR_R_218
1608115508557,1608115508426,IR_L_219,IR_R_219
1608115508587,1608115508460,IR_L_220,IR_R_220
1608115508621,1608115508493,IR_L_221,IR_R_221
1608115508654,1608115508526,IR_L_222,IR_R_222
1608115508688,1608115508559,IR_L_223,IR_R_223
1608115508721,1608115508593,IR_L_224,IR_R_224
1608115508765,1608115508626,IR_L_225,IR_R_225
1608115508799,1608115508659,IR_L_226,IR_R_226
1608115508826,1608115508693,IR_L_227,IR_R_227
1608115508860,1608115508726,IR_L_228,IR_R_228
1608115508889,1608115508759,IR_L_229,IR_R_229
1608115508922,1608115508792,IR_L_230,IR_R_230
1608115508956,1608115508826,IR_L_231,IR_R_231
1608115508989,1608115508859,IR_L_232,IR_R_232
1608115509023,1608115508892,IR_L_233,IR_R_233
1608115509057,1608115508926,IR_L_234,IR_R_234
1608115509090,1608115508959,IR_L_235,IR_R_235
1608115509122,1608115508992,IR_L_236,IR_R_236
1608115509157,1608115509059,IR_L_238,IR_R_238
1608115509190,1608115509092,IR_L_239,IR_R_239
1608115509224,1608115509125,IR_L_240,IR_R_240
1608115509257,1608115509159,IR_L_241,IR_R_241
1608115509290,1608115509192,IR_L_242,IR_R_242
1608115509324,1608115509225,IR_L_243,IR_R_243
1608115509357,1608115509259,IR_L_244,IR_R_244
1608115509391,1608115509292,IR_L_245,IR_R_245
1608115509425,1608115509325,IR_L_246,IR_R_246
1608115509457,1608115509358,IR_L_247,IR_R_247
1608115509491,1608115509392,IR_L_248,IR_R_248
1608115509525,1608115509425,IR_L_249,IR_R_249
1608115509557,1608115509458,IR_L_250,IR_R_250
1608115509590,1608115509492,IR_L_251,IR_R_251
1608115509624,1608115509525,IR_L_252,IR_R_252
1608115509659,1608115509558,IR_L_253,IR_R_253
1608115509692,1608115509592,IR_L_254,IR_R_254
1608115509725,1608115509625,IR_L_255,IR_R_255
1608115509759,1608115509658,IR_L_256,IR_R_256
1608115509792,1608115509692,IR_L_257,IR_R_257
1608115509826,1608115509725,IR_L_258,IR_R_258
1608115509859,1608115509758,IR_L_259,IR_R_259
1608115509892,1608115509792,IR_L_260,IR_R_260
1608115509935,1608115509825,IR_L_261,IR_R_261
1608115509969,1608115509858,IR_L_262,IR_R_262
1608115509992,1608115509892,IR_L_263,IR_R_263
1608115510036,1608115509925,IR_L_264,IR_R_264
1608115510060,1608115509958,IR_L_265,IR_R_265
1608115510094,1608115509992,IR_L_266,IR_R_266
1608115510126,1608115510025,IR_L_267,IR_R_267
1608115510160,1608115510058,IR_L_268,IR_R_268
1608115510194,1608115510092,IR_L_269,IR_R_269
1608115510228,1608115510125,IR_L_270,IR_R_270
1608115510260,1608115510158,IR_L_271,IR_R_271
1608115510293,1608115510192,IR_L_272,IR_R_272
1608115510327,1608115510225,IR_L_273,IR_R_273
1608115510360,1608115510258,IR_L_274,IR_R_274
1608115510393,1608115510325,IR_L_276,IR_R_276
1608115510427,1608115510358,IR_L_277,IR_R_277
1608115510461,1608115510392,IR_L_278,IR_R_278
1608115510494,1608115510425,IR_L_279,IR_R_279
1608115510528,1608115510458,IR_L_280,IR_R_280
1608115510561,1608115510492,IR_L_281,IR_R_281
1608115510594,1608115510525,IR_L_282,IR_R_282
1608115510628,1608115510558,IR_L_283,IR_R_283
1608115510661,1608115510592,IR_L_284,IR_R_284
1608115510695,1608115510625,IR_L_285,IR_R_285
1608115510729,1608115510658,IR_L_286,IR_R_286
1608115510762,1608115510692,IR_L_287,IR_R_287
1608115510796,1608115510725,IR_L_288,IR_R_288
1608115510830,1608115510759,IR_L_289,IR_R_289
1608115510862,1608115510792,IR_L_290,IR_R_290
1608115510896,1608115510825,IR_L_291,IR_R_291
1608115510930,1608115510859,IR_L_292,IR_R_292
1608115510973,1608115510892,IR_L_293,IR_R_293
1608115511007,1608115510925,IR_L_294,IR_R_294
1608115511032,1608115510958,IR_L_295,IR_R_295
1608115511063,1608115510992,IR_L_296,IR_R_296
1608115511097,1608115511025,IR_L_297,IR_R_297
1608115511131,1608115511058,IR_L_298,IR_R_298
1608115511164,1608115511091,IR_L_299,IR_R_299
1608115511197,1608115511125,IR_L_300,IR_R_300
1608115511231,1608115511158,IR_L_301,IR_R_301
1608115511265,1608115511191,IR_L_302,IR_R_302
1608115511298,1608115511224,IR_L_303,IR_R_303
1608115511331,1608115511258,IR_L_304,IR_R_304
1608115511398,1608115511291,IR_L_305,IR_R_305
1608115511431,1608115511324,IR_L_306,IR_R_306
1608115511466,1608115511357,IR_L_307,IR_R_307
1608115511499,1608115511391,IR_L_308,IR_R_308
1608115511531,1608115511424,IR_L_309,IR_R_309
1608115511565,1608115511457,IR_L_310,IR_R_310
1608115511599,1608115511490,IR_L_311,IR_R_311
1608115511633,1608115511557,IR_L_313,IR_R_313
1608115511666,1608115511590,IR_L_314,IR_R_314
1608115511743,1608115511623,IR_L_315,IR_R_315
1608115511766,1608115511656,IR_L_316,IR_R_316
1608115511799,1608115511690,IR_L_317,IR_R_317
1608115511833,1608115511723,IR_L_318,IR_R_318
1608115511866,1608115511756,IR_L_319,IR_R_319
1608115511901,1608115511789,IR_L_320,IR_R_320
1608115511933,1608115511822,IR_L_321,IR_R_321
1608115511966,1608115511856,IR_L_322,IR_R_322
1608115512003,1608115511889,IR_L_323,IR_R_323
1608115512033,1608115511921,IR_L_324,IR_R_324
1608115512068,1608115511954,IR_L_325,IR_R_325
1608115512101,1608115511987,IR_L_326,IR_R_326
1608115512133,1608115512020,IR_L_327,IR_R_327
1608115512166,1608115512054,IR_L_328,IR_R_328
1608115512200,1608115512087,IR_L_329,IR_R_329
1608115512234,1608115512120,IR_L_330,IR_R_330
1608115512267,1608115512154,IR_L_331,IR_R_331
1608115512300,1608115512187,IR_L_332,IR_R_332
1608115512334,1608115512220,IR_L_333,IR_R_333
1608115512367,1608115512254,IR_L_334,IR_R_334
1608115512401,1608115512287,IR_L_335,IR_R_335
1608115512436,1608115512320,IR_L_336,IR_R_336
1608115512469,1608115512354,IR_L_337,IR_R_337
1608115512502,1608115512387,IR_L_338,IR_R_338
1608115512535,1608115512420,IR_L_339,IR_R_339
1608115512569,1608115512453,IR_L_340,IR_R_340
1608115512602,1608115512487,IR_L_341,IR_R_341
1608115512636,1608115512520,IR_L_342,IR_R_342
1608115512669,1608115512553,IR_L_343,IR_R_343
1608115512702,1608115512587,IR_L_344,IR_R_344
1608115512735,1608115512620,IR_L_345,IR_R_345
1608115512769,1608115512653,IR_L_346,IR_R_346
1608115512803,1608115512687,IR_L_347,IR_R_347
1608115512840,1608115512720,IR_L_348,IR_R_348
1608115512870,1608115512787,IR_L_350,IR_R_350
1608115512897,1608115512820,IR_L_351,IR_R_351
1608115512937,1608115512853,IR_L_352,IR_R_352
1608115512971,1608115512887,IR_L_353,IR_R_353
1608115513004,1608115512920,IR_L_354,IR_R_354
1608115513041,1608115512953,IR_L_355,IR_R_355
1608115513072,1608115512986,IR_L_356,IR_R_356
1608115513098,1608115513020,IR_L_357,IR_R_357
1608115513140,1608115513053,IR_L_358,IR_R_358
1608115513174,1608115513086,IR_L_359,IR_R_359
1608115513206,1608115513120,IR_L_360,IR_R_360
1608115513239,1608115513153,IR_L_361,IR_R_361
1608115513272,1608115513186,IR_L_362,IR_R_362
1608115513305,1608115513219,IR_L_363,IR_R_363
1608115513342,1608115513253,IR_L_364,IR_R_364
1608115513397,1608115513286,IR_L_365,IR_R_365
1608115513451,1608115513319,IR_L_366,IR_R_366
1608115513488,1608115513353,IR_L_367,IR_R_367
1608115513522,1608115513386,IR_L_368,IR_R_368
1608115513555,1608115513419,IR_L_369,IR_R_369
1608115513586,1608115513452,IR_L_370,IR_R_370
1608115513619,1608115513486,IR_L_371,IR_R_371
1608115513656,1608115513519,IR_L_372,IR_R_372
1608115513690,1608115513552,IR_L_373,IR_R_373
1608115513723,1608115513585,IR_L_374,IR_R_374
1608115513753,1608115513619,IR_L_375,IR_R_375
1608115513786,1608115513652,IR_L_376,IR_R_376
1608115513819,1608115513685,IR_L_377,IR_R_377
1608115513853,1608115513718,IR_L_378,IR_R_378
1608115513886,1608115513752,IR_L_379,IR_R_379
1608115513920,1608115513785,IR_L_380,IR_R_380
1608115513953,1608115513818,IR_L_381,IR_R_381
1608115513990,1608115513852,IR_L_382,IR_R_382
1608115514023,1608115513885,IR_L_383,IR_R_383
1608115514056,1608115513917,IR_L_384,IR_R_384
1608115514086,1608115513951,IR_L_385,IR_R_385
1608115514121,1608115513984,IR_L_386,IR_R_386
1608115514154,1608115514051,IR_L_388,IR_R_388
1608115514188,1608115514084,IR_L_389,IR_R_389
1608115514222,1608115514117,IR_L_390,IR_R_390
1608115514254,1608115514150,IR_L_391,IR_R_391
1608115514287,1608115514184,IR_L_392,IR_R_392
1608115514322,1608115514217,IR_L_393,IR_R_393
1608115514354,1608115514250,IR_L_394,IR_R_394
1608115514388,1608115514284,IR_L_395,IR_R_395
1608115514425,1608115514317,IR_L_396,IR_R_396
1608115514457,1608115514350,IR_L_397,IR_R_397
1608115514491,1608115514384,IR_L_398,IR_R_398
1608115514524,1608115514417,IR_L_399,IR_R_399
1608115514558,1608115514450,IR_L_400,IR_R_400
1608115514590,1608115514484,IR_L_401,IR_R_401
1608115514624,1608115514517,IR_L_402,IR_R_402
1608115514658,1608115514550,IR_L_403,IR_R_403
1608115514692,1608115514583,IR_L_404,IR_R_404
1608115514722,1608115514617,IR_L_405,IR_R_405
1608115514757,1608115514650,IR_L_406,IR_R_406
1608115514789,1608115514683,IR_L_407,IR_R_407
1608115514823,1608115514717,IR_L_408,IR_R_408
1608115514857,1608115514750,IR_L_409,IR_R_409
1608115514890,1608115514783,IR_L_410,IR_R_410
1608115514922,1608115514817,IR_L_411,IR_R_411
1608115514957,1608115514850,IR_L_412,IR_R_412
1608115514991,1608115514883,IR_L_413,IR_R_413
1608115515024,1608115514916,IR_L_414,IR_R_414
1608115515056,1608115514949,IR_L_415,IR_R_415
1608115515089,1608115514983,IR_L_416,IR_R_416
1608115515123,1608115515016,IR_L_417,IR_R_417
1608115515157,1608115515049,IR_L_418,IR_R_418
1608115515191,1608115515083,IR_L_419,IR_R_419
1608115515225,1608115515116,IR_L_420,IR_R_420
1608115515259,1608115515149,IR_L_421,IR_R_421
1608115515291,1608115515182,IR_L_422,IR_R_422
1608115515325,1608115515216,IR_L_423,IR_R_423
1608115515358,1608115515282,IR_L_425,IR_R_425
1608115515391,1608115515316,IR_L_426,IR_R_426
1608115515426,1608115515349,IR_L_427,IR_R_427
1608115515458,1608115515382,IR_L_428,IR_R_428
1608115515492,1608115515416,IR_L_429,IR_R_429
1608115515526,1608115515449,IR_L_430,IR_R_430
1608115515558,1608115515482,IR_L_431,IR_R_431
1608115515591,1608115515515,IR_L_432,IR_R_432
1608115515624,1608115515549,IR_L_433,IR_R_433
1608115515658,1608115515582,IR_L_434,IR_R_434
1608115515691,1608115515615,IR_L_435,IR_R_435
1608115515726,1608115515649,IR_L_436,IR_R_436
1608115515760,1608115515682,IR_L_437,IR_R_437
1608115515792,1608115515715,IR_L_438,IR_R_438
1608115515825,1608115515749,IR_L_439,IR_R_439
1608115515858,1608115515782,IR_L_440,IR_R_440
1608115515891,1608115515815,IR_L_441,IR_R_441
1608115515932,1608115515848,IR_L_442,IR_R_442
1608115515967,1608115515882,IR_L_443,IR_R_443
1608115516035,1608115515915,IR_L_444,IR_R_444
1608115516062,1608115515948,IR_L_445,IR_R_445
1608115516093,1608115515982,IR_L_446,IR_R_446
1608115516126,1608115516015,IR_L_447,IR_R_447
1608115516160,1608115516048,IR_L_448,IR_R_448
1608115516193,1608115516081,IR_L_449,IR_R_449
1608115516227,1608115516115,IR_L_450,IR_R_450
1608115516260,1608115516148,IR_L_451,IR_R_451
1608115516293,1608115516181,IR_L_452,IR_R_452
1608115516327,1608115516215,IR_L_453,IR_R_453
1608115516359,1608115516248,IR_L_454,IR_R_454
1608115516393,1608115516281,IR_L_455,IR_R_455
1608115516426,1608115516314,IR_L_456,IR_R_456
1608115516461,1608115516348,IR_L_457,IR_R_457
1608115516494,1608115516381,IR_L_458,IR_R_458
1608115516528,1608115516414,IR_L_459,IR_R_459
1608115516561,1608115516448,IR_L_460,IR_R_460
1608115516594,1608115516514,IR_L_462,IR_R_462
1608115516629,1608115516547,IR_L_463,IR_R_463
1608115516662,1608115516581,IR_L_464,IR_R_464
1608115516695,1608115516614,IR_L_465,IR_R_465
1608115516728,1608115516647,IR_L_466,IR_R_466
1608115516762,1608115516681,IR_L_467,IR_R_467
1608115516795,1608115516714,IR_L_468,IR_R_468
1608115516829,1608115516747,IR_L_469,IR_R_469
1608115516872,1608115516780,IR_L_470,IR_R_470
1608115516907,1608115516814,IR_L_471,IR_R_471
1608115516937,1608115516847,IR_L_472,IR_R_472
1608115516971,1608115516880,IR_L_473,IR_R_473
1608115516997,1608115516918,IR_L_474,IR_R_474
1608115517030,1608115516951,IR_L_475,IR_R_475
1608115517063,1608115516985,IR_L_476,IR_R_476
1608115517096,1608115517018,IR_L_477,IR_R_477
1608115517130,1608115517051,IR_L_478,IR_R_478
1608115517163,1608115517085,IR_L_479,IR_R_479
1608115517196,1608115517118,IR_L_480,IR_R_480
1608115517231,1608115517151,IR_L_481,IR_R_481
1608115517264,1608115517185,IR_L_482,IR_R_482
1608115517297,1608115517218,IR_L_483,IR_R_483
1608115517330,1608115517251,IR_L_484,IR_R_484
1608115517363,1608115517285,IR_L_485,IR_R_485
1608115517397,1608115517318,IR_L_486,IR_R_486
1608115517431,1608115517351,IR_L_487,IR_R_487
1608115517464,1608115517384,IR_L_488,IR_R_488
1608115517499,1608115517418,IR_L_489,IR_R_489
1608115517532,1608115517451,IR_L_490,IR_R_490
1608115517598,1608115517484,IR_L_491,IR_R_491
1608115517632,1608115517518,IR_L_492,IR_R_492
1608115517666,1608115517551,IR_L_493,IR_R_493
1608115517699,1608115517584,IR_L_494,IR_R_494
1608115517732,1608115517618,IR_L_495,IR_R_495
1608115517767,1608115517651,IR_L_496,IR_R_496
1608115517809,1608115517684,IR_L_497,IR_R_497
1608115517866,1608115517718,IR_L_498,IR_R_498
1608115517887,1608115517784,IR_L_500,IR_R_500
1608115517921,1608115517818,IR_L_501,IR_R_501
1608115517956,1608115517851,IR_L_502,IR_R_502
1608115517998,1608115517884,IR_L_503,IR_R_503
1608115518022,1608115517918,IR_L_504,IR_R_504
1608115518059,1608115517951,IR_L_505,IR_R_505
1608115518089,1608115517984,IR_L_506,IR_R_506
1608115518133,1608115518018,IR_L_507,IR_R_507
1608115518166,1608115518051,IR_L_508,IR_R_508
1608115518201,1608115518084,IR_L_509,IR_R_509
1608115518232,1608115518118,IR_L_510,IR_R_510
1608115518265,1608115518151,IR_L_511,IR_R_511
1608115518296,1608115518184,IR_L_512,IR_R_512
1608115518330,1608115518218,IR_L_513,IR_R_513
1608115518363,1608115518251,IR_L_514,IR_R_514
1608115518399,1608115518284,IR_L_515,IR_R_515
1608115518432,1608115518317,IR_L_516,IR_R_516
1608115518466,1608115518351,IR_L_517,IR_R_517
1608115518500,1608115518384,IR_L_518,IR_R_518
1608115518533,1608115518417,IR_L_519,IR_R_519
1608115518566,1608115518451,IR_L_520,IR_R_520
1608115518601,1608115518484,IR_L_521,IR_R_521
1608115518630,1608115518517,IR_L_522,IR_R_522
1608115518663,1608115518551,IR_L_523,IR_R_523
1608115518698,1608115518584,IR_L_524,IR_R_524
1608115518730,1608115518617,IR_L_525,IR_R_525
1608115518765,1608115518651,IR_L_526,IR_R_526
1608115518799,1608115518684,IR_L_527,IR_R_527
1608115518834,1608115518717,IR_L_528,IR_R_528
1608115518864,1608115518751,IR_L_529,IR_R_529
1608115518908,1608115518784,IR_L_530,IR_R_530
1608115518941,1608115518817,IR_L_531,IR_R_531
1608115518965,1608115518851,IR_L_532,IR_R_532
1608115518998,1608115518884,IR_L_533,IR_R_533
1608115519032,1608115518917,IR_L_534,IR_R_534
1608115519064,1608115518950,IR_L_535,IR_R_535
1608115519098,1608115519017,IR_L_537,IR_R_537
1608115519132,1608115519050,IR_L_538,IR_R_538
1608115519165,1608115519083,IR_L_539,IR_R_539
1608115519209,1608115519116,IR_L_540,IR_R_540
1608115519242,1608115519150,IR_L_541,IR_R_541
1608115519276,1608115519183,IR_L_542,IR_R_542
1608115519316,1608115519216,IR_L_543,IR_R_543
1608115519348,1608115519250,IR_L_544,IR_R_544
1608115519383,1608115519283,IR_L_545,IR_R_545
1608115519416,1608115519316,IR_L_546,IR_R_546
1608115519440,1608115519350,IR_L_547,IR_R_547
1608115519473,1608115519383,IR_L_548,IR_R_548
1608115519507,1608115519416,IR_L_549,IR_R_549
1608115519541,1608115519450,IR_L_550,IR_R_550
1608115519588,1608115519483,IR_L_551,IR_R_551
1608115519609,1608115519516,IR_L_552,IR_R_552
1608115519646,1608115519550,IR_L_553,IR_R_553
1608115519678,1608115519583,IR_L_554,IR_R_554
1608115519712,1608115519616,IR_L_555,IR_R_555
1608115519746,1608115519650,IR_L_556,IR_R_556
1608115519779,1608115519683,IR_L_557,IR_R_557
1608115519813,1608115519716,IR_L_558,IR_R_558
1608115519846,1608115519750,IR_L_559,IR_R_559
1608115519880,1608115519783,IR_L_560,IR_R_560
1608115519913,1608115519816,IR_L_561,IR_R_561
1608115519946,1608115519849,IR_L_562,IR_R_562
1608115519977,1608115519883,IR_L_563,IR_R_563
1608115520010,1608115519916,IR_L_564,IR_R_564
1608115520043,1608115519949,IR_L_565,IR_R_565
1608115520080,1608115519983,IR_L_566,IR_R_566
1608115520112,1608115520016,IR_L_567,IR_R_567
1608115520144,1608115520049,IR_L_568,IR_R_568
1608115520177,1608115520083,IR_L_569,IR_R_569
1608115520212,1608115520116,IR_L_570,IR_R_570
1608115520244,1608115520149,IR_L_571,IR_R_571
1608115520278,1608115520183,IR_L_572,IR_R_572
1608115520311,1608115520249,IR_L_574,IR_R_574
1608115520345,1608115520282,IR_L_575,IR_R_575
1608115520388,1608115520316,IR_L_576,IR_R_576
1608115520445,1608115520349,IR_L_577,IR_R_577
1608115520491,1608115520382,IR_L_578,IR_R_578
1608115520548,1608115520416,IR_L_579,IR_R_579
1608115520582,1608115520449,IR_L_580,IR_R_580
1608115520612,1608115520482,IR_L_581,IR_R_581
1608115520646,1608115520515,IR_L_582,IR_R_582
1608115520679,1608115520549,IR_L_583,IR_R_583
1608115520712,1608115520582,IR_L_584,IR_R_584
1608115520746,1608115520615,IR_L_585,IR_R_585
1608115520779,1608115520649,IR_L_586,IR_R_586
1608115520813,1608115520682,IR_L_587,IR_R_587
1608115520846,1608115520715,IR_L_588,IR_R_588
1608115520880,1608115520749,IR_L_589,IR_R_589
1608115520913,1608115520782,IR_L_590,IR_R_590
1608115520946,1608115520815,IR_L_591,IR_R_591
1608115520991,1608115520848,IR_L_592,IR_R_592
1608115521014,1608115520882,IR_L_593,IR_R_593
1608115521047,1608115520915,IR_L_594,IR_R_594
1608115521081,1608115520948,IR_L_595,IR_R_595
1608115521114,1608115520981,IR_L_596,IR_R_596
1608115521148,1608115521015,IR_L_597,IR_R_597
1608115521181,1608115521048,IR_L_598,IR_R_598
1608115521214,1608115521081,IR_L_599,IR_R_599
1608115521247,1608115521115,IR_L_600,IR_R_600
1608115521281,1608115521148,IR_L_601,IR_R_601
1608115521315,1608115521181,IR_L_602,IR_R_602
1608115521348,1608115521215,IR_L_603,IR_R_603
1608115521381,1608115521248,IR_L_604,IR_R_604
1608115521417,1608115521281,IR_L_605,IR_R_605
1608115521451,1608115521314,IR_L_606,IR_R_606
1608115521482,1608115521348,IR_L_607,IR_R_607
1608115521515,1608115521381,IR_L_608,IR_R_608
1608115521548,1608115521414,IR_L_609,IR_R_609
1608115521582,1608115521481,IR_L_611,IR_R_611
1608115521615,1608115521514,IR_L_612,IR_R_612
1608115521648,1608115521548,IR_L_613,IR_R_613
1608115521682,1608115521581,IR_L_614,IR_R_614
1608115521715,1608115521614,IR_L_615,IR_R_615
1608115521749,1608115521647,IR_L_616,IR_R_616
1608115521786,1608115521681,IR_L_617,IR_R_617
1608115521818,1608115521714,IR_L_618,IR_R_618
1608115521849,1608115521747,IR_L_619,IR_R_619
1608115521882,1608115521781,IR_L_620,IR_R_620
1608115521915,1608115521814,IR_L_621,IR_R_621
1608115521949,1608115521847,IR_L_622,IR_R_622
1608115521982,1608115521881,IR_L_623,IR_R_623
1608115522016,1608115521914,IR_L_624,IR_R_624
1608115522049,1608115521947,IR_L_625,IR_R_625
1608115522082,1608115521981,IR_L_626,IR_R_626
1608115522120,1608115522014,IR_L_627,IR_R_627
1608115522153,1608115522047,IR_L_628,IR_R_628
1608115522186,1608115522080,IR_L_629,IR_R_629
1608115522217,1608115522114,IR_L_630,IR_R_630
1608115522250,1608115522147,IR_L_631,IR_R_631
1608115522283,1608115522180,IR_L_632,IR_R_632
1608115522317,1608115522214,IR_L_633,IR_R_633
1608115522351,1608115522247,IR_L_634,IR_R_634
1608115522384,1608115522280,IR_L_635,IR_R_635
1608115522419,1608115522314,IR_L_636,IR_R_636
1608115522454,1608115522347,IR_L_637,IR_R_637
1608115522488,1608115522380,IR_L_638,IR_R_638
1608115522518,1608115522413,IR_L_639,IR_R_639
1608115522551,1608115522447,IR_L_640,IR_R_640
1608115522585,1608115522480,IR_L_641,IR_R_641
1608115522618,1608115522513,IR_L_642,IR_R_642
1608115522652,1608115522547,IR_L_643,IR_R_643
1608115522686,1608115522580,IR_L_644,IR_R_644
1608115522718,1608115522613,IR_L_645,IR_R_645
1608115522752,1608115522647,IR_L_646,IR_R_646
1608115522785,1608115522680,IR_L_647,IR_R_647
1608115522856,1608115522746,IR_L_649,IR_R_649
1608115522877,1608115522780,IR_L_650,IR_R_650
1608115522912,1608115522813,IR_L_651,IR_R_651
1608115522954,1608115522846,IR_L_652,IR_R_652
1608115522989,1608115522880,IR_L_653,IR_R_653
1608115523022,1608115522918,IR_L_654,IR_R_654
1608115523055,1608115522951,IR_L_655,IR_R_655
1608115523078,1608115522985,IR_L_656,IR_R_656
1608115523112,1608115523018,IR_L_657,IR_R_657
1608115523145,1608115523052,IR_L_658,IR_R_658
1608115523179,1608115523086,IR_L_659,IR_R_659
1608115523212,1608115523119,IR_L_660,IR_R_660
1608115523247,1608115523153,IR_L_661,IR_R_661
1608115523279,1608115523186,IR_L_662,IR_R_662
1608115523312,1608115523219,IR_L_663,IR_R_663
1608115523346,1608115523253,IR_L_664,IR_R_664
1608115523382,1608115523286,IR_L_665,IR_R_665
1608115523416,1608115523319,IR_L_666,IR_R_666
1608115523450,1608115523353,IR_L_667,IR_R_667
