cpu_ts,ir_ts,left_fn,right_fn
1608115975249,1608115975180,IR_L_296,IR_R_296
1608115975269,1608115975214,IR_L_298,IR_R_298
1608115975288,1608115975231,IR_L_299,IR_R_299
1608115975304,1608115975248,IR_L_300,IR_R_300
1608115975320,1608115975264,IR_L_301,IR_R_301
1608115975336,1608115975281,IR_L_302,IR_R_302
1608115975353,1608115975298,IR_L_303,IR_R_303
1608115975370,1608115975315,IR_L_304,IR_R_304
1608115975387,1608115975332,IR_L_305,IR_R_305
1608115975405,1608115975349,IR_L_306,IR_R_306
1608115975422,1608115975365,IR_L_307,IR_R_307
1608115975437,1608115975382,IR_L_308,IR_R_308
1608115975455,1608115975399,IR_L_309,IR_R_309
1608115975472,1608115975416,IR_L_310,IR_R_310
1608115975489,1608115975433,IR_L_311,IR_R_311
1608115975505,1608115975450,IR_L_312,IR_R_312
1608115975522,1608115975466,IR_L_313,IR_R_313
1608115975539,1608115975483,IR_L_314,IR_R_314
1608115975556,1608115975500,IR_L_315,IR_R_315
1608115975573,1608115975517,IR_L_316,IR_R_316
1608115975590,1608115975534,IR_L_317,IR_R_317
1608115975607,1608115975551,IR_L_318,IR_R_318
1608115975622,1608115975568,IR_L_319,IR_R_319
1608115975638,1608115975584,IR_L_320,IR_R_320
1608115975655,1608115975601,IR_L_321,IR_R_321
1608115975673,1608115975618,IR_L_322,IR_R_322
1608115975689,1608115975635,IR_L_323,IR_R_323
1608115975705,1608115975652,IR_L_324,IR_R_324
1608115975723,1608115975669,IR_L_325,IR_R_325
1608115975739,1608115975686,IR_L_326,IR_R_326
1608115975757,1608115975702,IR_L_327,IR_R_327
1608115975774,1608115975719,IR_L_328,IR_R_328
1608115975791,1608115975736,IR_L_329,IR_R_329
1608115975806,1608115975753,IR_L_330,IR_R_330
1608115975823,1608115975770,IR_L_331,IR_R_331
1608115975840,1608115975787,IR_L_332,IR_R_332
1608115975856,1608115975804,IR_L_333,IR_R_333
1608115975873,1608115975821,IR_L_334,IR_R_334
1608115975894,1608115975838,IR_L_335,IR_R_335
1608115975908,1608115975854,IR_L_336,IR_R_336
1608115975924,1608115975871,IR_L_337,IR_R_337
1608115975958,1608115975905,IR_L_339,IR_R_339
1608115975974,1608115975922,IR_L_340,IR_R_340
1608115975991,1608115975939,IR_L_341,IR_R_341
1608115976007,1608115975955,IR_L_342,IR_R_342
1608115976024,1608115975972,IR_L_343,IR_R_343
1608115976046,1608115975989,IR_L_344,IR_R_344
1608115976058,1608115976006,IR_L_345,IR_R_345
1608115976075,1608115976022,IR_L_346,IR_R_346
1608115976092,1608115976039,IR_L_347,IR_R_347
1608115976109,1608115976056,IR_L_348,IR_R_348
1608115976125,1608115976072,IR_L_349,IR_R_349
1608115976142,1608115976089,IR_L_350,IR_R_350
1608115976159,1608115976106,IR_L_351,IR_R_351
1608115976176,1608115976123,IR_L_352,IR_R_352
1608115976192,1608115976139,IR_L_353,IR_R_353
1608115976209,1608115976156,IR_L_354,IR_R_354
1608115976226,1608115976173,IR_L_355,IR_R_355
1608115976242,1608115976190,IR_L_356,IR_R_356
1608115976259,1608115976206,IR_L_357,IR_R_357
1608115976283,1608115976223,IR_L_358,IR_R_358
1608115976299,1608115976240,IR_L_359,IR_R_359
1608115976316,1608115976257,IR_L_360,IR_R_360
1608115976332,1608115976273,IR_L_361,IR_R_361
1608115976353,1608115976290,IR_L_362,IR_R_362
1608115976366,1608115976307,IR_L_363,IR_R_363
1608115976382,1608115976324,IR_L_364,IR_R_364
1608115976399,1608115976340,IR_L_365,IR_R_365
1608115976416,1608115976357,IR_L_366,IR_R_366
1608115976432,1608115976374,IR_L_367,IR_R_367
1608115976449,1608115976391,IR_L_368,IR_R_368
1608115976466,1608115976407,IR_L_369,IR_R_369
1608115976483,1608115976424,IR_L_370,IR_R_370
1608115976500,1608115976441,IR_L_371,IR_R_371
1608115976517,1608115976458,IR_L_372,IR_R_372
1608115976533,1608115976474,IR_L_373,IR_R_373
1608115976550,1608115976491,IR_L_374,IR_R_374
1608115976567,1608115976508,IR_L_375,IR_R_375
1608115976584,1608115976525,IR_L_376,IR_R_376
1608115976600,1608115976541,IR_L_377,IR_R_377
1608115976617,1608115976575,IR_L_379,IR_R_379
1608115976634,1608115976592,IR_L_380,IR_R_380
1608115976651,1608115976609,IR_L_381,IR_R_381
1608115976667,1608115976625,IR_L_382,IR_R_382
1608115976684,1608115976642,IR_L_383,IR_R_383
1608115976701,1608115976659,IR_L_384,IR_R_384
1608115976718,1608115976676,IR_L_385,IR_R_385
1608115976735,1608115976692,IR_L_386,IR_R_386
1608115976751,1608115976709,IR_L_387,IR_R_387
1608115976768,1608115976726,IR_L_388,IR_R_388
1608115976785,1608115976743,IR_L_389,IR_R_389
1608115976802,1608115976759,IR_L_390,IR_R_390
1608115976819,1608115976776,IR_L_391,IR_R_391
1608115976835,1608115976793,IR_L_392,IR_R_392
1608115976852,1608115976810,IR_L_393,IR_R_393
1608115976869,1608115976826,IR_L_394,IR_R_394
1608115976886,1608115976843,IR_L_395,IR_R_395
1608115976903,1608115976860,IR_L_396,IR_R_396
1608115976920,1608115976877,IR_L_397,IR_R_397
1608115976936,1608115976894,IR_L_398,IR_R_398
1608115976953,1608115976910,IR_L_399,IR_R_399
1608115976970,1608115976927,IR_L_400,IR_R_400
1608115976987,1608115976944,IR_L_401,IR_R_401
1608115977003,1608115976961,IR_L_402,IR_R_402
1608115977022,1608115976977,IR_L_403,IR_R_403
1608115977039,1608115976994,IR_L_404,IR_R_404
1608115977055,1608115977011,IR_L_405,IR_R_405
1608115977072,1608115977027,IR_L_406,IR_R_406
1608115977089,1608115977044,IR_L_407,IR_R_407
1608115977104,1608115977061,IR_L_408,IR_R_408
1608115977138,1608115977078,IR_L_409,IR_R_409
1608115977155,1608115977094,IR_L_410,IR_R_410
1608115977171,1608115977111,IR_L_411,IR_R_411
1608115977188,1608115977128,IR_L_412,IR_R_412
1608115977206,1608115977145,IR_L_413,IR_R_413
1608115977223,1608115977161,IR_L_414,IR_R_414
1608115977239,1608115977178,IR_L_415,IR_R_415
1608115977257,1608115977195,IR_L_416,IR_R_416
1608115977273,1608115977212,IR_L_417,IR_R_417
1608115977295,1608115977245,IR_L_419,IR_R_419
1608115977312,1608115977262,IR_L_420,IR_R_420
1608115977329,1608115977279,IR_L_421,IR_R_421
1608115977346,1608115977295,IR_L_422,IR_R_422
1608115977362,1608115977312,IR_L_423,IR_R_423
1608115977380,1608115977329,IR_L_424,IR_R_424
1608115977396,1608115977345,IR_L_425,IR_R_425
1608115977413,1608115977362,IR_L_426,IR_R_426
1608115977430,1608115977379,IR_L_427,IR_R_427
1608115977446,1608115977396,IR_L_428,IR_R_428
1608115977463,1608115977412,IR_L_429,IR_R_429
1608115977481,1608115977429,IR_L_430,IR_R_430
1608115977497,1608115977446,IR_L_431,IR_R_431
1608115977517,1608115977463,IR_L_432,IR_R_432
1608115977533,1608115977479,IR_L_433,IR_R_433
1608115977550,1608115977496,IR_L_434,IR_R_434
1608115977567,1608115977513,IR_L_435,IR_R_435
1608115977585,1608115977530,IR_L_436,IR_R_436
1608115977599,1608115977546,IR_L_437,IR_R_437
1608115977623,1608115977563,IR_L_438,IR_R_438
1608115977636,1608115977580,IR_L_439,IR_R_439
1608115977652,1608115977597,IR_L_440,IR_R_440
1608115977678,1608115977613,IR_L_441,IR_R_441
1608115977690,1608115977630,IR_L_442,IR_R_442
1608115977707,1608115977647,IR_L_443,IR_R_443
1608115977724,1608115977664,IR_L_444,IR_R_444
1608115977739,1608115977680,IR_L_445,IR_R_445
1608115977756,1608115977697,IR_L_446,IR_R_446
1608115977773,1608115977714,IR_L_447,IR_R_447
1608115977790,1608115977731,IR_L_448,IR_R_448
1608115977806,1608115977747,IR_L_449,IR_R_449
1608115977823,1608115977764,IR_L_450,IR_R_450
1608115977840,1608115977781,IR_L_451,IR_R_451
1608115977856,1608115977798,IR_L_452,IR_R_452
1608115977873,1608115977815,IR_L_453,IR_R_453
1608115977890,1608115977831,IR_L_454,IR_R_454
1608115977907,1608115977848,IR_L_455,IR_R_455
1608115977924,1608115977865,IR_L_456,IR_R_456
1608115977940,1608115977882,IR_L_457,IR_R_457
1608115977958,1608115977898,IR_L_458,IR_R_458
1608115977974,1608115977932,IR_L_460,IR_R_460
1608115977991,1608115977948,IR_L_461,IR_R_461
1608115978008,1608115977965,IR_L_462,IR_R_462
1608115978024,1608115977982,IR_L_463,IR_R_463
1608115978041,1608115977999,IR_L_464,IR_R_464
1608115978058,1608115978015,IR_L_465,IR_R_465
1608115978074,1608115978032,IR_L_466,IR_R_466
1608115978091,1608115978049,IR_L_467,IR_R_467
1608115978108,1608115978066,IR_L_468,IR_R_468
1608115978125,1608115978082,IR_L_469,IR_R_469
1608115978141,1608115978099,IR_L_470,IR_R_470
1608115978158,1608115978116,IR_L_471,IR_R_471
1608115978175,1608115978132,IR_L_472,IR_R_472
1608115978191,1608115978149,IR_L_473,IR_R_473
1608115978208,1608115978166,IR_L_474,IR_R_474
1608115978226,1608115978183,IR_L_475,IR_R_475
1608115978242,1608115978199,IR_L_476,IR_R_476
1608115978259,1608115978216,IR_L_477,IR_R_477
1608115978276,1608115978233,IR_L_478,IR_R_478
1608115978292,1608115978250,IR_L_479,IR_R_479
1608115978312,1608115978266,IR_L_480,IR_R_480
1608115978330,1608115978283,IR_L_481,IR_R_481
1608115978346,1608115978300,IR_L_482,IR_R_482
1608115978363,1608115978316,IR_L_483,IR_R_483
1608115978380,1608115978333,IR_L_484,IR_R_484
1608115978397,1608115978350,IR_L_485,IR_R_485
1608115978414,1608115978367,IR_L_486,IR_R_486
1608115978431,1608115978383,IR_L_487,IR_R_487
1608115978448,1608115978400,IR_L_488,IR_R_488
1608115978465,1608115978417,IR_L_489,IR_R_489
1608115978481,1608115978434,IR_L_490,IR_R_490
1608115978497,1608115978450,IR_L_491,IR_R_491
1608115978515,1608115978467,IR_L_492,IR_R_492
1608115978531,1608115978484,IR_L_493,IR_R_493
1608115978548,1608115978501,IR_L_494,IR_R_494
1608115978565,1608115978517,IR_L_495,IR_R_495
1608115978582,1608115978534,IR_L_496,IR_R_496
1608115978598,1608115978551,IR_L_497,IR_R_497
1608115978617,1608115978568,IR_L_498,IR_R_498
1608115978633,1608115978601,IR_L_500,IR_R_500
1608115978650,1608115978618,IR_L_501,IR_R_501
1608115978665,1608115978634,IR_L_502,IR_R_502
1608115978682,1608115978651,IR_L_503,IR_R_503
1608115978700,1608115978668,IR_L_504,IR_R_504
1608115978716,1608115978685,IR_L_505,IR_R_505
1608115978734,1608115978701,IR_L_506,IR_R_506
1608115978750,1608115978718,IR_L_507,IR_R_507
1608115978768,1608115978735,IR_L_508,IR_R_508
1608115978785,1608115978752,IR_L_509,IR_R_509
1608115978801,1608115978768,IR_L_510,IR_R_510
1608115978834,1608115978785,IR_L_511,IR_R_511
1608115978870,1608115978802,IR_L_512,IR_R_512
1608115978882,1608115978819,IR_L_513,IR_R_513
1608115978898,1608115978835,IR_L_514,IR_R_514
1608115978914,1608115978852,IR_L_515,IR_R_515
1608115978932,1608115978869,IR_L_516,IR_R_516
1608115978948,1608115978886,IR_L_517,IR_R_517
1608115978965,1608115978902,IR_L_518,IR_R_518
1608115978981,1608115978919,IR_L_519,IR_R_519
1608115978998,1608115978936,IR_L_520,IR_R_520
1608115979016,1608115978953,IR_L_521,IR_R_521
1608115979032,1608115978969,IR_L_522,IR_R_522
1608115979049,1608115978986,IR_L_523,IR_R_523
1608115979065,1608115979003,IR_L_524,IR_R_524
1608115979082,1608115979019,IR_L_525,IR_R_525
1608115979100,1608115979036,IR_L_526,IR_R_526
1608115979116,1608115979053,IR_L_527,IR_R_527
1608115979133,1608115979070,IR_L_528,IR_R_528
1608115979150,1608115979086,IR_L_529,IR_R_529
1608115979167,1608115979103,IR_L_530,IR_R_530
1608115979183,1608115979120,IR_L_531,IR_R_531
1608115979200,1608115979137,IR_L_532,IR_R_532
1608115979218,1608115979153,IR_L_533,IR_R_533
1608115979235,1608115979170,IR_L_534,IR_R_534
1608115979251,1608115979187,IR_L_535,IR_R_535
1608115979269,1608115979203,IR_L_536,IR_R_536
1608115979285,1608115979220,IR_L_537,IR_R_537
1608115979301,1608115979237,IR_L_538,IR_R_538
1608115979319,1608115979270,IR_L_540,IR_R_540
1608115979339,1608115979287,IR_L_541,IR_R_541
1608115979356,1608115979304,IR_L_542,IR_R_542
1608115979373,1608115979321,IR_L_543,IR_R_543
1608115979390,1608115979337,IR_L_544,IR_R_544
1608115979406,1608115979354,IR_L_545,IR_R_545
1608115979423,1608115979371,IR_L_546,IR_R_546
1608115979440,1608115979387,IR_L_547,IR_R_547
1608115979457,1608115979404,IR_L_548,IR_R_548
1608115979474,1608115979421,IR_L_549,IR_R_549
1608115979491,1608115979438,IR_L_550,IR_R_550
1608115979509,1608115979454,IR_L_551,IR_R_551
1608115979526,1608115979471,IR_L_552,IR_R_552
1608115979543,1608115979488,IR_L_553,IR_R_553
1608115979557,1608115979505,IR_L_554,IR_R_554
1608115979574,1608115979521,IR_L_555,IR_R_555
1608115979591,1608115979538,IR_L_556,IR_R_556
1608115979608,1608115979555,IR_L_557,IR_R_557
1608115979624,1608115979572,IR_L_558,IR_R_558
1608115979641,1608115979588,IR_L_559,IR_R_559
1608115979658,1608115979605,IR_L_560,IR_R_560
1608115979675,1608115979622,IR_L_561,IR_R_561
1608115979692,1608115979638,IR_L_562,IR_R_562
1608115979708,1608115979655,IR_L_563,IR_R_563
1608115979725,1608115979672,IR_L_564,IR_R_564
1608115979742,1608115979689,IR_L_565,IR_R_565
1608115979759,1608115979705,IR_L_566,IR_R_566
1608115979776,1608115979722,IR_L_567,IR_R_567
1608115979792,1608115979739,IR_L_568,IR_R_568
1608115979809,1608115979756,IR_L_569,IR_R_569
1608115979826,1608115979772,IR_L_570,IR_R_570
1608115979843,1608115979789,IR_L_571,IR_R_571
1608115979859,1608115979806,IR_L_572,IR_R_572
1608115979878,1608115979823,IR_L_573,IR_R_573
1608115979893,1608115979839,IR_L_574,IR_R_574
1608115979910,1608115979856,IR_L_575,IR_R_575
1608115979927,1608115979873,IR_L_576,IR_R_576
1608115979943,1608115979890,IR_L_577,IR_R_577
1608115979960,1608115979906,IR_L_578,IR_R_578
1608115979977,1608115979923,IR_L_579,IR_R_579
1608115979995,1608115979956,IR_L_581,IR_R_581
1608115980010,1608115979973,IR_L_582,IR_R_582
1608115980027,1608115979990,IR_L_583,IR_R_583
1608115980044,1608115980007,IR_L_584,IR_R_584
1608115980060,1608115980024,IR_L_585,IR_R_585
1608115980077,1608115980041,IR_L_586,IR_R_586
1608115980094,1608115980058,IR_L_587,IR_R_587
1608115980111,1608115980075,IR_L_588,IR_R_588
1608115980128,1608115980092,IR_L_589,IR_R_589
1608115980144,1608115980109,IR_L_590,IR_R_590
1608115980161,1608115980126,IR_L_591,IR_R_591
1608115980178,1608115980143,IR_L_592,IR_R_592
1608115980195,1608115980160,IR_L_593,IR_R_593
1608115980211,1608115980177,IR_L_594,IR_R_594
1608115980230,1608115980194,IR_L_595,IR_R_595
1608115980246,1608115980211,IR_L_596,IR_R_596
1608115980262,1608115980228,IR_L_597,IR_R_597
1608115980279,1608115980245,IR_L_598,IR_R_598
1608115980296,1608115980262,IR_L_599,IR_R_599
1608115980312,1608115980279,IR_L_600,IR_R_600
1608115980329,1608115980296,IR_L_601,IR_R_601
1608115980351,1608115980313,IR_L_602,IR_R_602
1608115980367,1608115980330,IR_L_603,IR_R_603
1608115980383,1608115980347,IR_L_604,IR_R_604
1608115980400,1608115980364,IR_L_605,IR_R_605
1608115980417,1608115980381,IR_L_606,IR_R_606
1608115980433,1608115980398,IR_L_607,IR_R_607
1608115980450,1608115980415,IR_L_608,IR_R_608
1608115980467,1608115980432,IR_L_609,IR_R_609
1608115980484,1608115980450,IR_L_610,IR_R_610
1608115980504,1608115980467,IR_L_611,IR_R_611
1608115980518,1608115980484,IR_L_612,IR_R_612
1608115980534,1608115980501,IR_L_613,IR_R_613
1608115980551,1608115980518,IR_L_614,IR_R_614
1608115980569,1608115980535,IR_L_615,IR_R_615
1608115980584,1608115980552,IR_L_616,IR_R_616
1608115980601,1608115980569,IR_L_617,IR_R_617
1608115980618,1608115980586,IR_L_618,IR_R_618
1608115980635,1608115980603,IR_L_619,IR_R_619
1608115980651,1608115980620,IR_L_620,IR_R_620
1608115980668,1608115980637,IR_L_621,IR_R_621
1608115980685,1608115980671,IR_L_623,IR_R_623
1608115980702,1608115980688,IR_L_624,IR_R_624
1608115980720,1608115980705,IR_L_625,IR_R_625
1608115980753,1608115980722,IR_L_626,IR_R_626
1608115980770,1608115980739,IR_L_627,IR_R_627
1608115980788,1608115980756,IR_L_628,IR_R_628
1608115980803,1608115980773,IR_L_629,IR_R_629
1608115980820,1608115980790,IR_L_630,IR_R_630
1608115980836,1608115980808,IR_L_631,IR_R_631
1608115980853,1608115980825,IR_L_632,IR_R_632
1608115980870,1608115980842,IR_L_633,IR_R_633
1608115980888,1608115980859,IR_L_634,IR_R_634
1608115980909,1608115980876,IR_L_635,IR_R_635
1608115980921,1608115980893,IR_L_636,IR_R_636
1608115980938,1608115980910,IR_L_637,IR_R_637
1608115980956,1608115980927,IR_L_638,IR_R_638
1608115980972,1608115980944,IR_L_639,IR_R_639
1608115980988,1608115980961,IR_L_640,IR_R_640
1608115981006,1608115980978,IR_L_641,IR_R_641
1608115981022,1608115980995,IR_L_642,IR_R_642
1608115981038,1608115981012,IR_L_643,IR_R_643
1608115981055,1608115981028,IR_L_644,IR_R_644
1608115981072,1608115981045,IR_L_645,IR_R_645
1608115981089,1608115981062,IR_L_646,IR_R_646
1608115981106,1608115981078,IR_L_647,IR_R_647
1608115981123,1608115981095,IR_L_648,IR_R_648
1608115981140,1608115981112,IR_L_649,IR_R_649
1608115981156,1608115981128,IR_L_650,IR_R_650
1608115981172,1608115981145,IR_L_651,IR_R_651
1608115981189,1608115981162,IR_L_652,IR_R_652
1608115981207,1608115981178,IR_L_653,IR_R_653
1608115981224,1608115981195,IR_L_654,IR_R_654
1608115981241,1608115981212,IR_L_655,IR_R_655
1608115981257,1608115981228,IR_L_656,IR_R_656
1608115981274,1608115981245,IR_L_657,IR_R_657
1608115981290,1608115981262,IR_L_658,IR_R_658
1608115981308,1608115981278,IR_L_659,IR_R_659
1608115981325,1608115981295,IR_L_660,IR_R_660
1608115981341,1608115981328,IR_L_662,IR_R_662
1608115981361,1608115981345,IR_L_663,IR_R_663
1608115981378,1608115981362,IR_L_664,IR_R_664
1608115981395,1608115981378,IR_L_665,IR_R_665
1608115981412,1608115981395,IR_L_666,IR_R_666
1608115981428,1608115981412,IR_L_667,IR_R_667
1608115981446,1608115981428,IR_L_668,IR_R_668
1608115981462,1608115981445,IR_L_669,IR_R_669
1608115981479,1608115981462,IR_L_670,IR_R_670
1608115981496,1608115981478,IR_L_671,IR_R_671
1608115981513,1608115981495,IR_L_672,IR_R_672
1608115981529,1608115981512,IR_L_673,IR_R_673
1608115981546,1608115981528,IR_L_674,IR_R_674
1608115981563,1608115981545,IR_L_675,IR_R_675
1608115981583,1608115981562,IR_L_676,IR_R_676
1608115981599,1608115981578,IR_L_677,IR_R_677
1608115981613,1608115981595,IR_L_678,IR_R_678
1608115981631,1608115981612,IR_L_679,IR_R_679
1608115981648,1608115981628,IR_L_680,IR_R_680
1608115981665,1608115981645,IR_L_681,IR_R_681
1608115981680,1608115981662,IR_L_682,IR_R_682
1608115981697,1608115981678,IR_L_683,IR_R_683
1608115981714,1608115981695,IR_L_684,IR_R_684
1608115981730,1608115981712,IR_L_685,IR_R_685
1608115981747,1608115981728,IR_L_686,IR_R_686
1608115981764,1608115981745,IR_L_687,IR_R_687
1608115981781,1608115981762,IR_L_688,IR_R_688
1608115981798,1608115981778,IR_L_689,IR_R_689
1608115981815,1608115981795,IR_L_690,IR_R_690
1608115981848,1608115981812,IR_L_691,IR_R_691
1608115981865,1608115981828,IR_L_692,IR_R_692
1608115981882,1608115981845,IR_L_693,IR_R_693
1608115981902,1608115981862,IR_L_694,IR_R_694
1608115981915,1608115981878,IR_L_695,IR_R_695
1608115981932,1608115981895,IR_L_696,IR_R_696
1608115981949,1608115981912,IR_L_697,IR_R_697
1608115981966,1608115981928,IR_L_698,IR_R_698
1608115981982,1608115981945,IR_L_699,IR_R_699
1608115981999,1608115981962,IR_L_700,IR_R_700
1608115982016,1608115981995,IR_L_702,IR_R_702
1608115982033,1608115982012,IR_L_703,IR_R_703
1608115982050,1608115982028,IR_L_704,IR_R_704
1608115982068,1608115982045,IR_L_705,IR_R_705
1608115982083,1608115982062,IR_L_706,IR_R_706
1608115982100,1608115982078,IR_L_707,IR_R_707
1608115982117,1608115982095,IR_L_708,IR_R_708
1608115982133,1608115982112,IR_L_709,IR_R_709
1608115982150,1608115982128,IR_L_710,IR_R_710
1608115982167,1608115982145,IR_L_711,IR_R_711
1608115982184,1608115982162,IR_L_712,IR_R_712
1608115982200,1608115982178,IR_L_713,IR_R_713
1608115982217,1608115982195,IR_L_714,IR_R_714
1608115982234,1608115982212,IR_L_715,IR_R_715
1608115982251,1608115982228,IR_L_716,IR_R_716
1608115982268,1608115982245,IR_L_717,IR_R_717
1608115982285,1608115982262,IR_L_718,IR_R_718
1608115982302,1608115982278,IR_L_719,IR_R_719
1608115982319,1608115982295,IR_L_720,IR_R_720
1608115982335,1608115982312,IR_L_721,IR_R_721
1608115982352,1608115982328,IR_L_722,IR_R_722
1608115982372,1608115982345,IR_L_723,IR_R_723
1608115982390,1608115982362,IR_L_724,IR_R_724
1608115982411,1608115982378,IR_L_725,IR_R_725
1608115982424,1608115982395,IR_L_726,IR_R_726
1608115982440,1608115982412,IR_L_727,IR_R_727
1608115982456,1608115982428,IR_L_728,IR_R_728
1608115982477,1608115982445,IR_L_729,IR_R_729
1608115982495,1608115982462,IR_L_730,IR_R_730
1608115982511,1608115982478,IR_L_731,IR_R_731
1608115982529,1608115982495,IR_L_732,IR_R_732
1608115982541,1608115982512,IR_L_733,IR_R_733
1608115982558,1608115982528,IR_L_734,IR_R_734
1608115982574,1608115982545,IR_L_735,IR_R_735
1608115982591,1608115982562,IR_L_736,IR_R_736
1608115982608,1608115982578,IR_L_737,IR_R_737
1608115982625,1608115982595,IR_L_738,IR_R_738
1608115982642,1608115982612,IR_L_739,IR_R_739
1608115982659,1608115982628,IR_L_740,IR_R_740
1608115982675,1608115982662,IR_L_742,IR_R_742
1608115982692,1608115982678,IR_L_743,IR_R_743
1608115982710,1608115982695,IR_L_744,IR_R_744
1608115982726,1608115982712,IR_L_745,IR_R_745
1608115982743,1608115982728,IR_L_746,IR_R_746
1608115982759,1608115982745,IR_L_747,IR_R_747
1608115982776,1608115982762,IR_L_748,IR_R_748
1608115982793,1608115982778,IR_L_749,IR_R_749
1608115982810,1608115982795,IR_L_750,IR_R_750
1608115982827,1608115982811,IR_L_751,IR_R_751
1608115982843,1608115982828,IR_L_752,IR_R_752
1608115982861,1608115982845,IR_L_753,IR_R_753
1608115982877,1608115982861,IR_L_754,IR_R_754
1608115982911,1608115982878,IR_L_755,IR_R_755
1608115982927,1608115982895,IR_L_756,IR_R_756
1608115982944,1608115982911,IR_L_757,IR_R_757
1608115982960,1608115982928,IR_L_758,IR_R_758
1608115982978,1608115982945,IR_L_759,IR_R_759
1608115982995,1608115982961,IR_L_760,IR_R_760
1608115983013,1608115982978,IR_L_761,IR_R_761
1608115983028,1608115982995,IR_L_762,IR_R_762
1608115983045,1608115983011,IR_L_763,IR_R_763
1608115983061,1608115983028,IR_L_764,IR_R_764
1608115983078,1608115983045,IR_L_765,IR_R_765
1608115983096,1608115983061,IR_L_766,IR_R_766
1608115983112,1608115983078,IR_L_767,IR_R_767
1608115983130,1608115983095,IR_L_768,IR_R_768
1608115983147,1608115983111,IR_L_769,IR_R_769
1608115983164,1608115983128,IR_L_770,IR_R_770
1608115983180,1608115983145,IR_L_771,IR_R_771
1608115983196,1608115983161,IR_L_772,IR_R_772
1608115983213,1608115983178,IR_L_773,IR_R_773
1608115983231,1608115983195,IR_L_774,IR_R_774
1608115983248,1608115983211,IR_L_775,IR_R_775
1608115983262,1608115983228,IR_L_776,IR_R_776
1608115983279,1608115983245,IR_L_777,IR_R_777
1608115983296,1608115983261,IR_L_778,IR_R_778
1608115983313,1608115983278,IR_L_779,IR_R_779
1608115983330,1608115983295,IR_L_780,IR_R_780
1608115983346,1608115983312,IR_L_781,IR_R_781
1608115983363,1608115983345,IR_L_783,IR_R_783
1608115983384,1608115983362,IR_L_784,IR_R_784
1608115983401,1608115983378,IR_L_785,IR_R_785
