cpu_ts,ir_ts,left_fn,right_fn
1608115507131,1608115507062,IR_L_233,IR_R_233
1608115507166,1608115507095,IR_L_234,IR_R_234
1608115507199,1608115507129,IR_L_235,IR_R_235
1608115507232,1608115507162,IR_L_236,IR_R_236
1608115507266,1608115507196,IR_L_237,IR_R_237
1608115507299,1608115507230,IR_L_238,IR_R_238
1608115507332,1608115507263,IR_L_239,IR_R_239
1608115507367,1608115507297,IR_L_240,IR_R_240
1608115507399,1608115507330,IR_L_241,IR_R_241
1608115507433,1608115507363,IR_L_242,IR_R_242
1608115507466,1608115507397,IR_L_243,IR_R_243
1608115507501,1608115507430,IR_L_244,IR_R_244
1608115507534,1608115507464,IR_L_245,IR_R_245
1608115507567,1608115507497,IR_L_246,IR_R_246
1608115507599,1608115507531,IR_L_247,IR_R_247
1608115507633,1608115507564,IR_L_248,IR_R_248
1608115507666,1608115507598,IR_L_249,IR_R_249
1608115507701,1608115507631,IR_L_250,IR_R_250
1608115507733,1608115507665,IR_L_251,IR_R_251
1608115507767,1608115507698,IR_L_252,IR_R_252
1608115507801,1608115507732,IR_L_253,IR_R_253
1608115507857,1608115507765,IR_L_254,IR_R_254
1608115507891,1608115507799,IR_L_255,IR_R_255
1608115507920,1608115507832,IR_L_256,IR_R_256
1608115507954,1608115507866,IR_L_257,IR_R_257
1608115507987,1608115507899,IR_L_258,IR_R_258
1608115508026,1608115507933,IR_L_259,IR_R_259
1608115508055,1608115507966,IR_L_260,IR_R_260
1608115508088,1608115508000,IR_L_261,IR_R_261
1608115508122,1608115508033,IR_L_262,IR_R_262
1608115508155,1608115508067,IR_L_263,IR_R_263
1608115508191,1608115508100,IR_L_264,IR_R_264
1608115508222,1608115508134,IR_L_265,IR_R_265
1608115508260,1608115508167,IR_L_266,IR_R_266
1608115508292,1608115508201,IR_L_267,IR_R_267
1608115508323,1608115508235,IR_L_268,IR_R_268
1608115508360,1608115508268,IR_L_269,IR_R_269
1608115508390,1608115508301,IR_L_270,IR_R_270
1608115508435,1608115508335,IR_L_271,IR_R_271
1608115508478,1608115508368,IR_L_272,IR_R_272
1608115508512,1608115508402,IR_L_273,IR_R_273
1608115508545,1608115508435,IR_L_274,IR_R_274
1608115508576,1608115508469,IR_L_275,IR_R_275
1608115508609,1608115508502,IR_L_276,IR_R_276
1608115508643,1608115508536,IR_L_277,IR_R_277
1608115508676,1608115508569,IR_L_278,IR_R_278
1608115508709,1608115508603,IR_L_279,IR_R_279
1608115508747,1608115508636,IR_L_280,IR_R_280
1608115508780,1608115508670,IR_L_281,IR_R_281
1608115508813,1608115508703,IR_L_282,IR_R_282
1608115508847,1608115508737,IR_L_283,IR_R_283
1608115508877,1608115508770,IR_L_284,IR_R_284
1608115508910,1608115508804,IR_L_285,IR_R_285
1608115508943,1608115508837,IR_L_286,IR_R_286
1608115508977,1608115508871,IR_L_287,IR_R_287
1608115509011,1608115508904,IR_L_288,IR_R_288
1608115509044,1608115508938,IR_L_289,IR_R_289
1608115509077,1608115508971,IR_L_290,IR_R_290
1608115509111,1608115509005,IR_L_291,IR_R_291
1608115509144,1608115509038,IR_L_292,IR_R_292
1608115509179,1608115509072,IR_L_293,IR_R_293
1608115509212,1608115509105,IR_L_294,IR_R_294
1608115509245,1608115509139,IR_L_295,IR_R_295
1608115509278,1608115509172,IR_L_296,IR_R_296
1608115509312,1608115509206,IR_L_297,IR_R_297
1608115509345,1608115509239,IR_L_298,IR_R_298
1608115509379,1608115509273,IR_L_299,IR_R_299
1608115509412,1608115509306,IR_L_300,IR_R_300
1608115509445,1608115509339,IR_L_301,IR_R_301
1608115509479,1608115509373,IR_L_302,IR_R_302
1608115509512,1608115509406,IR_L_303,IR_R_303
1608115509546,1608115509440,IR_L_304,IR_R_304
1608115509579,1608115509473,IR_L_305,IR_R_305
1608115509612,1608115509507,IR_L_306,IR_R_306
1608115509646,1608115509540,IR_L_307,IR_R_307
1608115509679,1608115509574,IR_L_308,IR_R_308
1608115509713,1608115509607,IR_L_309,IR_R_309
1608115509746,1608115509641,IR_L_310,IR_R_310
1608115509780,1608115509674,IR_L_311,IR_R_311
1608115509814,1608115509708,IR_L_312,IR_R_312
1608115509846,1608115509741,IR_L_313,IR_R_313
1608115509880,1608115509775,IR_L_314,IR_R_314
1608115509917,1608115509808,IR_L_315,IR_R_315
1608115509950,1608115509841,IR_L_316,IR_R_316
1608115509980,1608115509875,IR_L_317,IR_R_317
1608115510018,1608115509908,IR_L_318,IR_R_318
1608115510047,1608115509942,IR_L_319,IR_R_319
1608115510081,1608115509975,IR_L_320,IR_R_320
1608115510114,1608115510009,IR_L_321,IR_R_321
1608115510147,1608115510042,IR_L_322,IR_R_322
1608115510181,1608115510076,IR_L_323,IR_R_323
1608115510215,1608115510109,IR_L_324,IR_R_324
1608115510248,1608115510143,IR_L_325,IR_R_325
1608115510281,1608115510176,IR_L_326,IR_R_326
1608115510315,1608115510210,IR_L_327,IR_R_327
1608115510348,1608115510243,IR_L_328,IR_R_328
1608115510382,1608115510277,IR_L_329,IR_R_329
1608115510415,1608115510310,IR_L_330,IR_R_330
1608115510448,1608115510344,IR_L_331,IR_R_331
1608115510482,1608115510377,IR_L_332,IR_R_332
1608115510516,1608115510411,IR_L_333,IR_R_333
1608115510549,1608115510444,IR_L_334,IR_R_334
1608115510583,1608115510478,IR_L_335,IR_R_335
1608115510616,1608115510511,IR_L_336,IR_R_336
1608115510649,1608115510544,IR_L_337,IR_R_337
1608115510683,1608115510578,IR_L_338,IR_R_338
1608115510717,1608115510611,IR_L_339,IR_R_339
1608115510750,1608115510645,IR_L_340,IR_R_340
1608115510783,1608115510678,IR_L_341,IR_R_341
1608115510817,1608115510712,IR_L_342,IR_R_342
1608115510850,1608115510745,IR_L_343,IR_R_343
1608115510884,1608115510779,IR_L_344,IR_R_344
1608115510918,1608115510812,IR_L_345,IR_R_345
1608115510955,1608115510846,IR_L_346,IR_R_346
1608115510988,1608115510879,IR_L_347,IR_R_347
1608115511020,1608115510913,IR_L_348,IR_R_348
1608115511051,1608115510946,IR_L_349,IR_R_349
1608115511085,1608115510980,IR_L_350,IR_R_350
1608115511119,1608115511013,IR_L_351,IR_R_351
1608115511152,1608115511047,IR_L_352,IR_R_352
1608115511186,1608115511080,IR_L_353,IR_R_353
1608115511219,1608115511114,IR_L_354,IR_R_354
1608115511253,1608115511147,IR_L_355,IR_R_355
1608115511286,1608115511180,IR_L_356,IR_R_356
1608115511319,1608115511214,IR_L_357,IR_R_357
1608115511353,1608115511247,IR_L_358,IR_R_358
1608115511386,1608115511281,IR_L_359,IR_R_359
1608115511419,1608115511314,IR_L_360,IR_R_360
1608115511453,1608115511347,IR_L_361,IR_R_361
1608115511486,1608115511381,IR_L_362,IR_R_362
1608115511520,1608115511414,IR_L_363,IR_R_363
1608115511554,1608115511447,IR_L_364,IR_R_364
1608115511587,1608115511481,IR_L_365,IR_R_365
1608115511621,1608115511514,IR_L_366,IR_R_366
1608115511654,1608115511547,IR_L_367,IR_R_367
1608115511697,1608115511581,IR_L_368,IR_R_368
1608115511753,1608115511614,IR_L_369,IR_R_369
1608115511787,1608115511647,IR_L_370,IR_R_370
1608115511820,1608115511681,IR_L_371,IR_R_371
1608115511854,1608115511714,IR_L_372,IR_R_372
1608115511887,1608115511747,IR_L_373,IR_R_373
1608115511920,1608115511781,IR_L_374,IR_R_374
1608115511954,1608115511814,IR_L_375,IR_R_375
1608115511990,1608115511847,IR_L_376,IR_R_376
1608115512021,1608115511881,IR_L_377,IR_R_377
1608115512055,1608115511914,IR_L_378,IR_R_378
1608115512088,1608115511947,IR_L_379,IR_R_379
1608115512121,1608115511981,IR_L_380,IR_R_380
1608115512155,1608115512014,IR_L_381,IR_R_381
1608115512188,1608115512048,IR_L_382,IR_R_382
1608115512222,1608115512081,IR_L_383,IR_R_383
1608115512255,1608115512114,IR_L_384,IR_R_384
1608115512289,1608115512148,IR_L_385,IR_R_385
1608115512322,1608115512181,IR_L_386,IR_R_386
1608115512356,1608115512214,IR_L_387,IR_R_387
1608115512389,1608115512248,IR_L_388,IR_R_388
1608115512423,1608115512281,IR_L_389,IR_R_389
1608115512456,1608115512314,IR_L_390,IR_R_390
1608115512490,1608115512348,IR_L_391,IR_R_391
1608115512523,1608115512381,IR_L_392,IR_R_392
1608115512557,1608115512414,IR_L_393,IR_R_393
1608115512590,1608115512448,IR_L_394,IR_R_394
1608115512624,1608115512481,IR_L_395,IR_R_395
1608115512657,1608115512514,IR_L_396,IR_R_396
1608115512691,1608115512548,IR_L_397,IR_R_397
1608115512724,1608115512581,IR_L_398,IR_R_398
1608115512757,1608115512614,IR_L_399,IR_R_399
1608115512791,1608115512648,IR_L_400,IR_R_400
1608115512828,1608115512714,IR_L_401,IR_R_401
1608115512858,1608115512748,IR_L_402,IR_R_402
1608115512925,1608115512781,IR_L_403,IR_R_403
1608115512959,1608115512814,IR_L_404,IR_R_404
1608115512992,1608115512848,IR_L_405,IR_R_405
1608115513029,1608115512914,IR_L_406,IR_R_406
1608115513059,1608115512948,IR_L_407,IR_R_407
1608115513126,1608115512981,IR_L_408,IR_R_408
1608115513159,1608115513014,IR_L_409,IR_R_409
1608115513193,1608115513048,IR_L_410,IR_R_410
1608115513226,1608115513114,IR_L_411,IR_R_411
1608115513260,1608115513148,IR_L_412,IR_R_412
1608115513294,1608115513181,IR_L_413,IR_R_413
1608115513327,1608115513214,IR_L_414,IR_R_414
1608115513373,1608115513248,IR_L_415,IR_R_415
1608115513406,1608115513281,IR_L_416,IR_R_416
1608115513440,1608115513314,IR_L_417,IR_R_417
1608115513477,1608115513348,IR_L_418,IR_R_418
1608115513510,1608115513381,IR_L_419,IR_R_419
1608115513544,1608115513414,IR_L_420,IR_R_420
1608115513574,1608115513448,IR_L_421,IR_R_421
1608115513608,1608115513481,IR_L_422,IR_R_422
1608115513645,1608115513514,IR_L_423,IR_R_423
1608115513678,1608115513548,IR_L_424,IR_R_424
1608115513711,1608115513581,IR_L_425,IR_R_425
1608115513741,1608115513614,IR_L_426,IR_R_426
1608115513774,1608115513648,IR_L_427,IR_R_427
1608115513808,1608115513681,IR_L_428,IR_R_428
1608115513841,1608115513714,IR_L_429,IR_R_429
1608115513875,1608115513748,IR_L_430,IR_R_430
1608115513908,1608115513781,IR_L_431,IR_R_431
1608115513941,1608115513814,IR_L_432,IR_R_432
1608115513977,1608115513848,IR_L_433,IR_R_433
1608115514011,1608115513881,IR_L_434,IR_R_434
1608115514044,1608115513915,IR_L_435,IR_R_435
1608115514075,1608115513948,IR_L_436,IR_R_436
1608115514109,1608115513981,IR_L_437,IR_R_437
1608115514142,1608115514015,IR_L_438,IR_R_438
1608115514175,1608115514048,IR_L_439,IR_R_439
1608115514209,1608115514081,IR_L_440,IR_R_440
1608115514242,1608115514115,IR_L_441,IR_R_441
1608115514276,1608115514148,IR_L_442,IR_R_442
1608115514309,1608115514181,IR_L_443,IR_R_443
1608115514343,1608115514215,IR_L_444,IR_R_444
1608115514376,1608115514248,IR_L_445,IR_R_445
1608115514412,1608115514281,IR_L_446,IR_R_446
1608115514445,1608115514315,IR_L_447,IR_R_447
1608115514478,1608115514348,IR_L_448,IR_R_448
1608115514512,1608115514381,IR_L_449,IR_R_449
1608115514545,1608115514415,IR_L_450,IR_R_450
1608115514579,1608115514448,IR_L_451,IR_R_451
1608115514613,1608115514481,IR_L_452,IR_R_452
1608115514646,1608115514515,IR_L_453,IR_R_453
1608115514679,1608115514548,IR_L_454,IR_R_454
1608115514710,1608115514581,IR_L_455,IR_R_455
1608115514744,1608115514615,IR_L_456,IR_R_456
1608115514777,1608115514648,IR_L_457,IR_R_457
1608115514810,1608115514681,IR_L_458,IR_R_458
1608115514844,1608115514715,IR_L_459,IR_R_459
1608115514877,1608115514748,IR_L_460,IR_R_460
1608115514911,1608115514781,IR_L_461,IR_R_461
1608115514944,1608115514815,IR_L_462,IR_R_462
1608115514978,1608115514848,IR_L_463,IR_R_463
1608115515011,1608115514881,IR_L_464,IR_R_464
1608115515045,1608115514915,IR_L_465,IR_R_465
1608115515078,1608115514948,IR_L_466,IR_R_466
1608115515111,1608115514981,IR_L_467,IR_R_467
1608115515145,1608115515015,IR_L_468,IR_R_468
1608115515179,1608115515048,IR_L_469,IR_R_469
1608115515212,1608115515081,IR_L_470,IR_R_470
1608115515245,1608115515115,IR_L_471,IR_R_471
1608115515279,1608115515148,IR_L_472,IR_R_472
1608115515312,1608115515181,IR_L_473,IR_R_473
1608115515345,1608115515215,IR_L_474,IR_R_474
1608115515379,1608115515248,IR_L_475,IR_R_475
1608115515413,1608115515281,IR_L_476,IR_R_476
1608115515446,1608115515315,IR_L_477,IR_R_477
1608115515480,1608115515348,IR_L_478,IR_R_478
1608115515513,1608115515381,IR_L_479,IR_R_479
1608115515546,1608115515415,IR_L_480,IR_R_480
1608115515579,1608115515448,IR_L_481,IR_R_481
1608115515613,1608115515481,IR_L_482,IR_R_482
1608115515646,1608115515515,IR_L_483,IR_R_483
1608115515679,1608115515548,IR_L_484,IR_R_484
1608115515713,1608115515581,IR_L_485,IR_R_485
1608115515746,1608115515615,IR_L_486,IR_R_486
1608115515780,1608115515648,IR_L_487,IR_R_487
1608115515813,1608115515681,IR_L_488,IR_R_488
1608115515846,1608115515715,IR_L_489,IR_R_489
1608115515880,1608115515748,IR_L_490,IR_R_490
1608115515914,1608115515781,IR_L_491,IR_R_491
1608115515947,1608115515815,IR_L_492,IR_R_492
1608115515980,1608115515848,IR_L_493,IR_R_493
1608115516017,1608115515882,IR_L_494,IR_R_494
1608115516050,1608115515915,IR_L_495,IR_R_495
1608115516081,1608115515948,IR_L_496,IR_R_496
1608115516114,1608115515982,IR_L_497,IR_R_497
1608115516147,1608115516015,IR_L_498,IR_R_498
1608115516181,1608115516048,IR_L_499,IR_R_499
1608115516214,1608115516082,IR_L_500,IR_R_500
1608115516248,1608115516115,IR_L_501,IR_R_501
1608115516281,1608115516148,IR_L_502,IR_R_502
1608115516314,1608115516182,IR_L_503,IR_R_503
1608115516348,1608115516215,IR_L_504,IR_R_504
1608115516381,1608115516248,IR_L_505,IR_R_505
1608115516415,1608115516282,IR_L_506,IR_R_506
1608115516448,1608115516315,IR_L_507,IR_R_507
1608115516482,1608115516348,IR_L_508,IR_R_508
1608115516515,1608115516382,IR_L_509,IR_R_509
1608115516549,1608115516415,IR_L_510,IR_R_510
1608115516582,1608115516448,IR_L_511,IR_R_511
1608115516616,1608115516482,IR_L_512,IR_R_512
1608115516649,1608115516515,IR_L_513,IR_R_513
1608115516682,1608115516548,IR_L_514,IR_R_514
1608115516716,1608115516582,IR_L_515,IR_R_515
1608115516750,1608115516615,IR_L_516,IR_R_516
1608115516783,1608115516648,IR_L_517,IR_R_517
1608115516816,1608115516682,IR_L_518,IR_R_518
1608115516854,1608115516715,IR_L_519,IR_R_519
1608115516888,1608115516748,IR_L_520,IR_R_520
1608115516921,1608115516782,IR_L_521,IR_R_521
1608115516954,1608115516815,IR_L_522,IR_R_522
1608115516984,1608115516848,IR_L_523,IR_R_523
1608115517017,1608115516882,IR_L_524,IR_R_524
1608115517051,1608115516915,IR_L_525,IR_R_525
1608115517084,1608115516948,IR_L_526,IR_R_526
1608115517117,1608115516982,IR_L_527,IR_R_527
1608115517151,1608115517015,IR_L_528,IR_R_528
1608115517184,1608115517048,IR_L_529,IR_R_529
1608115517218,1608115517082,IR_L_530,IR_R_530
1608115517252,1608115517115,IR_L_531,IR_R_531
1608115517285,1608115517148,IR_L_532,IR_R_532
1608115517318,1608115517182,IR_L_533,IR_R_533
1608115517352,1608115517215,IR_L_534,IR_R_534
1608115517385,1608115517248,IR_L_535,IR_R_535
1608115517419,1608115517282,IR_L_536,IR_R_536
1608115517452,1608115517315,IR_L_537,IR_R_537
1608115517486,1608115517348,IR_L_538,IR_R_538
1608115517519,1608115517382,IR_L_539,IR_R_539
1608115517553,1608115517415,IR_L_540,IR_R_540
1608115517587,1608115517448,IR_L_541,IR_R_541
1608115517620,1608115517482,IR_L_542,IR_R_542
1608115517654,1608115517515,IR_L_543,IR_R_543
1608115517687,1608115517549,IR_L_544,IR_R_544
1608115517720,1608115517582,IR_L_545,IR_R_545
1608115517754,1608115517615,IR_L_546,IR_R_546
1608115517791,1608115517649,IR_L_547,IR_R_547
1608115517855,1608115517682,IR_L_548,IR_R_548
1608115517876,1608115517715,IR_L_549,IR_R_549
1608115517910,1608115517749,IR_L_550,IR_R_550
1608115517943,1608115517782,IR_L_551,IR_R_551
1608115517980,1608115517815,IR_L_552,IR_R_552
1608115518010,1608115517882,IR_L_553,IR_R_553
1608115518047,1608115517915,IR_L_554,IR_R_554
1608115518077,1608115517949,IR_L_555,IR_R_555
1608115518115,1608115517982,IR_L_556,IR_R_556
1608115518147,1608115518015,IR_L_557,IR_R_557
1608115518180,1608115518049,IR_L_558,IR_R_558
1608115518214,1608115518082,IR_L_559,IR_R_559
1608115518247,1608115518115,IR_L_560,IR_R_560
1608115518284,1608115518149,IR_L_561,IR_R_561
1608115518317,1608115518182,IR_L_562,IR_R_562
1608115518351,1608115518215,IR_L_563,IR_R_563
1608115518387,1608115518249,IR_L_564,IR_R_564
1608115518420,1608115518282,IR_L_565,IR_R_565
1608115518454,1608115518315,IR_L_566,IR_R_566
1608115518487,1608115518349,IR_L_567,IR_R_567
1608115518520,1608115518382,IR_L_568,IR_R_568
1608115518554,1608115518415,IR_L_569,IR_R_569
1608115518588,1608115518449,IR_L_570,IR_R_570
1608115518618,1608115518482,IR_L_571,IR_R_571
1608115518652,1608115518515,IR_L_572,IR_R_572
1608115518685,1608115518549,IR_L_573,IR_R_573
1608115518718,1608115518582,IR_L_574,IR_R_574
1608115518754,1608115518615,IR_L_575,IR_R_575
1608115518788,1608115518649,IR_L_576,IR_R_576
1608115518822,1608115518682,IR_L_577,IR_R_577
1608115518852,1608115518715,IR_L_578,IR_R_578
1608115518891,1608115518749,IR_L_579,IR_R_579
1608115518924,1608115518782,IR_L_580,IR_R_580
1608115518953,1608115518815,IR_L_581,IR_R_581
1608115518986,1608115518849,IR_L_582,IR_R_582
1608115519020,1608115518882,IR_L_583,IR_R_583
1608115519053,1608115518915,IR_L_584,IR_R_584
1608115519087,1608115518949,IR_L_585,IR_R_585
1608115519121,1608115518982,IR_L_586,IR_R_586
1608115519154,1608115519015,IR_L_587,IR_R_587
1608115519192,1608115519049,IR_L_588,IR_R_588
1608115519225,1608115519082,IR_L_589,IR_R_589
1608115519259,1608115519115,IR_L_590,IR_R_590
1608115519298,1608115519149,IR_L_591,IR_R_591
1608115519331,1608115519182,IR_L_592,IR_R_592
1608115519365,1608115519216,IR_L_593,IR_R_593
1608115519398,1608115519249,IR_L_594,IR_R_594
1608115519428,1608115519316,IR_L_595,IR_R_595
1608115519461,1608115519349,IR_L_596,IR_R_596
1608115519495,1608115519382,IR_L_597,IR_R_597
1608115519528,1608115519416,IR_L_598,IR_R_598
1608115519569,1608115519449,IR_L_599,IR_R_599
1608115519598,1608115519482,IR_L_600,IR_R_600
1608115519631,1608115519516,IR_L_601,IR_R_601
1608115519664,1608115519549,IR_L_602,IR_R_602
1608115519697,1608115519582,IR_L_603,IR_R_603
1608115519731,1608115519616,IR_L_604,IR_R_604
1608115519764,1608115519649,IR_L_605,IR_R_605
1608115519798,1608115519682,IR_L_606,IR_R_606
1608115519831,1608115519716,IR_L_607,IR_R_607
1608115519865,1608115519749,IR_L_608,IR_R_608
1608115519899,1608115519782,IR_L_609,IR_R_609
1608115519932,1608115519816,IR_L_610,IR_R_610
1608115519965,1608115519849,IR_L_611,IR_R_611
1608115519998,1608115519882,IR_L_612,IR_R_612
1608115520032,1608115519916,IR_L_613,IR_R_613
1608115520069,1608115519949,IR_L_614,IR_R_614
1608115520099,1608115519982,IR_L_615,IR_R_615
1608115520132,1608115520016,IR_L_616,IR_R_616
1608115520166,1608115520049,IR_L_617,IR_R_617
1608115520199,1608115520082,IR_L_618,IR_R_618
1608115520233,1608115520116,IR_L_619,IR_R_619
1608115520266,1608115520149,IR_L_620,IR_R_620
1608115520299,1608115520182,IR_L_621,IR_R_621
1608115520333,1608115520216,IR_L_622,IR_R_622
1608115520368,1608115520249,IR_L_623,IR_R_623
1608115520400,1608115520282,IR_L_624,IR_R_624
1608115520434,1608115520316,IR_L_625,IR_R_625
1608115520475,1608115520349,IR_L_626,IR_R_626
1608115520504,1608115520382,IR_L_627,IR_R_627
1608115520534,1608115520416,IR_L_628,IR_R_628
1608115520567,1608115520449,IR_L_629,IR_R_629
1608115520601,1608115520482,IR_L_630,IR_R_630
1608115520634,1608115520516,IR_L_631,IR_R_631
1608115520668,1608115520549,IR_L_632,IR_R_632
1608115520701,1608115520582,IR_L_633,IR_R_633
1608115520734,1608115520616,IR_L_634,IR_R_634
1608115520768,1608115520649,IR_L_635,IR_R_635
1608115520802,1608115520682,IR_L_636,IR_R_636
1608115520835,1608115520716,IR_L_637,IR_R_637
1608115520868,1608115520749,IR_L_638,IR_R_638
1608115520902,1608115520782,IR_L_639,IR_R_639
1608115520935,1608115520816,IR_L_640,IR_R_640
1608115520972,1608115520849,IR_L_641,IR_R_641
1608115521002,1608115520883,IR_L_642,IR_R_642
1608115521035,1608115520916,IR_L_643,IR_R_643
1608115521069,1608115520949,IR_L_644,IR_R_644
1608115521102,1608115520983,IR_L_645,IR_R_645
1608115521136,1608115521016,IR_L_646,IR_R_646
1608115521169,1608115521049,IR_L_647,IR_R_647
1608115521203,1608115521083,IR_L_648,IR_R_648
1608115521236,1608115521116,IR_L_649,IR_R_649
1608115521270,1608115521149,IR_L_650,IR_R_650
1608115521303,1608115521183,IR_L_651,IR_R_651
1608115521336,1608115521216,IR_L_652,IR_R_652
1608115521370,1608115521249,IR_L_653,IR_R_653
1608115521406,1608115521283,IR_L_654,IR_R_654
1608115521439,1608115521316,IR_L_655,IR_R_655
1608115521471,1608115521349,IR_L_656,IR_R_656
1608115521503,1608115521383,IR_L_657,IR_R_657
1608115521537,1608115521416,IR_L_658,IR_R_658
1608115521570,1608115521449,IR_L_659,IR_R_659
1608115521604,1608115521483,IR_L_660,IR_R_660
1608115521637,1608115521516,IR_L_661,IR_R_661
1608115521671,1608115521549,IR_L_662,IR_R_662
1608115521704,1608115521583,IR_L_663,IR_R_663
1608115521737,1608115521616,IR_L_664,IR_R_664
1608115521774,1608115521649,IR_L_665,IR_R_665
1608115521807,1608115521683,IR_L_666,IR_R_666
1608115521837,1608115521716,IR_L_667,IR_R_667
1608115521871,1608115521749,IR_L_668,IR_R_668
1608115521904,1608115521783,IR_L_669,IR_R_669
1608115521937,1608115521816,IR_L_670,IR_R_670
1608115521971,1608115521849,IR_L_671,IR_R_671
1608115522005,1608115521883,IR_L_672,IR_R_672
1608115522038,1608115521916,IR_L_673,IR_R_673
1608115522071,1608115521949,IR_L_674,IR_R_674
1608115522109,1608115521983,IR_L_675,IR_R_675
1608115522141,1608115522016,IR_L_676,IR_R_676
1608115522175,1608115522049,IR_L_677,IR_R_677
1608115522205,1608115522083,IR_L_678,IR_R_678
1608115522239,1608115522116,IR_L_679,IR_R_679
1608115522272,1608115522149,IR_L_680,IR_R_680
1608115522306,1608115522183,IR_L_681,IR_R_681
1608115522339,1608115522216,IR_L_682,IR_R_682
1608115522373,1608115522249,IR_L_683,IR_R_683
1608115522407,1608115522283,IR_L_684,IR_R_684
1608115522442,1608115522316,IR_L_685,IR_R_685
1608115522476,1608115522349,IR_L_686,IR_R_686
1608115522506,1608115522383,IR_L_687,IR_R_687
1608115522540,1608115522416,IR_L_688,IR_R_688
1608115522573,1608115522449,IR_L_689,IR_R_689
1608115522607,1608115522483,IR_L_690,IR_R_690
1608115522640,1608115522516,IR_L_691,IR_R_691
1608115522674,1608115522549,IR_L_692,IR_R_692
1608115522707,1608115522583,IR_L_693,IR_R_693
1608115522741,1608115522616,IR_L_694,IR_R_694
1608115522774,1608115522649,IR_L_695,IR_R_695
1608115522811,1608115522683,IR_L_696,IR_R_696
1608115522866,1608115522716,IR_L_697,IR_R_697
1608115522899,1608115522749,IR_L_698,IR_R_698
1608115522937,1608115522783,IR_L_699,IR_R_699
1608115522971,1608115522816,IR_L_700,IR_R_700
1608115523005,1608115522883,IR_L_701,IR_R_701
1608115523038,1608115522916,IR_L_702,IR_R_702
1608115523067,1608115522950,IR_L_703,IR_R_703
1608115523100,1608115522983,IR_L_704,IR_R_704
1608115523133,1608115523016,IR_L_705,IR_R_705
1608115523167,1608115523050,IR_L_706,IR_R_706
1608115523200,1608115523083,IR_L_707,IR_R_707
